SampleID,Layer,Component,Quantity,,,,,,,,,
HONDA NH92M (S1),1,BC 4002,3.2,,,,,,,,,
HONDA NH92M (S1),1,BC 4018,45.1,,,,,,,,,
HONDA NH92M (S1),1,BC 4014,32.2,,,,,,,,,
HONDA NH92M (S1),1,BC 4203,11.8,,,,,,,,,
HONDA NH92M (S1),1,BC 4440,5.9,,,,,,,,,
HONDA NH92M (S1),1,BC 4030,1.8,,,,,,,,,
BMW A71 (S1),1,BC 4002,10,,,,,,,,,
BMW A71 (S1),1,BC 4117,67.8,,,,,,,,,
BMW A71 (S1),1,BC 4014,12.5,,,,,,,,,
BMW A71 (S1),1,BC 4051,3.6,,,,,,,,,
BMW A71 (S1),1,BC 4047,1.3,,,,,,,,,
BMW A71 (S1),1,BC 4203,0.4,,,,,,,,,
BMW A71 (S1),1,BC 4110,4.4,,,,,,,,,
BMW S44 (S1),1,BC 4002,8.6,,,,,,,,,
BMW S44 (S1),1,BC 4203,44.5,,,,,,,,,
BMW S44 (S1),1,BC 4047,11.1,,,,,,,,,
BMW S44 (S1),1,BC 4050,10.3,,,,,,,,,
BMW S44 (S1),1,BC 4030,8.6,,,,,,,,,
BMW S44 (S1),1,BC 4117,5.8,,,,,,,,,
BMW S44 (S1),1,BC 4811,3.9,,,,,,,,,
BMW S44 (S1),1,BC 4954,3.9,,,,,,,,,
BMW S44 (S1),1,BC 4041,3.3,,,,,,,,,
BMW A73 (S1),1,BC 4002,10.8,,,,,,,,,
BMW A73 (S1),1,BC 4811,30.9,,,,,,,,,
BMW A73 (S1),1,BC 4203,27,,,,,,,,,
BMW A73 (S1),1,BC 4640,12.4,,,,,,,,,
BMW A73 (S1),1,BC 4934,7.7,,,,,,,,,
BMW A73 (S1),1,BC 4047,7.3,,,,,,,,,
BMW A73 (S1),1,BC 4510,3.9,,,,,,,,,
BMW A77 (S1),1,BC 4002,3.2,,,,,,,,,
BMW A77 (S1),1,BC 4985,33.1,,,,,,,,,
BMW A77 (S1),1,BC 4017,16.5,,,,,,,,,
BMW A77 (S1),1,BC 4202,14.3,,,,,,,,,
BMW A77 (S1),1,BC 4117,11.8,,,,,,,,,
BMW A77 (S1),1,BC 4510,5.4,,,,,,,,,
BMW A77 (S1),1,BC 4440,4.7,,,,,,,,,
BMW A77 (S1),1,BC 4519,4.2,,,,,,,,,
BMW A77 (S1),1,BC 4047,2.8,,,,,,,,,
BMW A77 (S1),1,BC 4030,0.9,,,,,,,,,
BMW A77 (S1),1,BC 4110,3.1,,,,,,,,,
BMW S58 (S1),1,BC 4002,4.7,,,,,,,,,
BMW S58 (S1),1,BC 4117,73.8,,,,,,,,,
BMW S58 (S1),1,BC 4019,6.5,,,,,,,,,
BMW S58 (S1),1,BC 4202,5.4,,,,,,,,,
BMW S58 (S1),1,BC 4510,3.4,,,,,,,,,
BMW S58 (S1),1,BC 4050,3.1,,,,,,,,,
BMW S58 (S1),1,BC 4440,2,,,,,,,,,
BMW S58 (S1),1,BC 4203,1.1,,,,,,,,,
HYUNDAI TCW (S1),1,BC 4002,4,,,,,,,,,
HYUNDAI TCW (S1),1,BC 4019,87.2,,,,,,,,,
HYUNDAI TCW (S1),1,BC 4980,5.6,,,,,,,,,
HYUNDAI TCW (S1),1,BC 4025,2.3,,,,,,,,,
HYUNDAI TCW (S1),1,BC 4060,0.9,,,,,,,,,
MERCEDES 353 (S1),1,BC 4002,3.8,,,,,,,,,
MERCEDES 353 (S1),1,BC 4017,26.3,,,,,,,,,
MERCEDES 353 (S1),1,BC 4440,15.8,,,,,,,,,
MERCEDES 353 (S1),1,BC 4203,12.3,,,,,,,,,
MERCEDES 353 (S1),1,BC 4519,11.8,,,,,,,,,
MERCEDES 353 (S1),1,BC 4640,10,,,,,,,,,
MERCEDES 353 (S1),1,BC 4030,7.9,,,,,,,,,
MERCEDES 353 (S1),1,BC 4014,6.8,,,,,,,,,
MERCEDES 353 (S1),1,BC 4934,5.3,,,,,,,,,
MERCEDES 353 (S4),1,BC 4002,3.9,,,,,,,,,
MERCEDES 353 (S4),1,BC 4014,29.9,,,,,,,,,
MERCEDES 353 (S4),1,BC 4041,15.4,,,,,,,,,
MERCEDES 353 (S4),1,BC 4017,13.8,,,,,,,,,
MERCEDES 353 (S4),1,BC 4030,12.7,,,,,,,,,
MERCEDES 353 (S4),1,BC 4203,12.5,,,,,,,,,
MERCEDES 353 (S4),1,BC 4640,2.9,,,,,,,,,
MERCEDES 353 (S4),1,BC 4050,2.3,,,,,,,,,
MERCEDES 353 (S4),1,BC 4519,1.6,,,,,,,,,
MERCEDES 353 (S4),1,BC 4110,5,,,,,,,,,
MERCEDES 787 (S2),1,BC 4002,6.4,,,,,,,,,
MERCEDES 787 (S2),1,BC 4518,31.4,,,,,,,,,
MERCEDES 787 (S2),1,BC 4117,31.4,,,,,,,,,
MERCEDES 787 (S2),1,BC 4203,16.8,,,,,,,,,
MERCEDES 787 (S2),1,BC 4047,8.7,,,,,,,,,
MERCEDES 787 (S2),1,BC 4580,3.8,,,,,,,,,
MERCEDES 787 (S2),1,BC 4030,1.5,,,,,,,,,
MERCEDES 122 (S2),1,BC 4002,4.4,,,,,,,,,
MERCEDES 122 (S2),1,BC 4014,32.3,,,,,,,,,
MERCEDES 122 (S2),1,BC 4017,30.2,,,,,,,,,
MERCEDES 122 (S2),1,BC 4025,11.9,,,,,,,,,
MERCEDES 122 (S2),1,BC 4202,9.6,,,,,,,,,
MERCEDES 122 (S2),1,BC 4510,7.5,,,,,,,,,
MERCEDES 122 (S2),1,BC 4440,3.1,,,,,,,,,
MERCEDES 122 (S2),1,BC 4030,1,,,,,,,,,
MERCEDES 254 (S2),1,BC 4002,4.9,,,,,,,,,
MERCEDES 254 (S2),1,BC 4203,24.5,,,,,,,,,
MERCEDES 254 (S2),1,BC 4050,19.6,,,,,,,,,
MERCEDES 254 (S2),1,BC 4014,12.4,,,,,,,,,
MERCEDES 254 (S2),1,BC 4510,9.8,,,,,,,,,
MERCEDES 254 (S2),1,BC 4640,8.5,,,,,,,,,
MERCEDES 254 (S2),1,BC 4017,2.6,,,,,,,,,
MERCEDES 254 (S2),1,BC 4110,17.7,,,,,,,,,
MERCEDES 189 (S3),1,BC 4002,7.5,,,,,,,,,
MERCEDES 189 (S3),1,BC 4047,38.5,,,,,,,,,
MERCEDES 189 (S3),1,BC 4203,31.2,,,,,,,,,
MERCEDES 189 (S3),1,BC 4117,13.8,,,,,,,,,
MERCEDES 189 (S3),1,BC 4111,5.1,,,,,,,,,
MERCEDES 189 (S3),1,BC 4640,3.9,,,,,,,,,
MERCEDES 189 (S4),1,BC 4002,2.9,,,,,,,,,
MERCEDES 189 (S4),1,BC 4025,60.9,,,,,,,,,
MERCEDES 189 (S4),1,BC 4440,16.3,,,,,,,,,
MERCEDES 189 (S4),1,BC 4203,6.8,,,,,,,,,
MERCEDES 189 (S4),1,BC 4111,5,,,,,,,,,
MERCEDES 189 (S4),1,BC 4047,3.8,,,,,,,,,
MERCEDES 189 (S4),1,BC 4117,1.8,,,,,,,,,
MERCEDES 189 (S4),1,BC 4110,2.5,,,,,,,,,
MERCEDES 721 (S2),1,BC 4002,4.3,,,,,,,,,
MERCEDES 721 (S2),1,BC 4111,52.8,,,,,,,,,
MERCEDES 721 (S2),1,BC 4025,22.4,,,,,,,,,
MERCEDES 721 (S2),1,BC 4203,6.2,,,,,,,,,
MERCEDES 721 (S2),1,BC 4580,6.2,,,,,,,,,
MERCEDES 721 (S2),1,BC 4910,5,,,,,,,,,
MERCEDES 721 (S2),1,BC 4047,3.1,,,,,,,,,
MERCEDES 183 (S2),1,BC 4002,5.6,,,,,,,,,
MERCEDES 183 (S2),1,BC 4025,45.1,,,,,,,,,
MERCEDES 183 (S2),1,BC 4203,23.6,,,,,,,,,
MERCEDES 183 (S2),1,BC 4047,9.5,,,,,,,,,
MERCEDES 183 (S2),1,BC 4811,5.6,,,,,,,,,
MERCEDES 183 (S2),1,BC 4440,5.1,,,,,,,,,
MERCEDES 183 (S2),1,BC 4117,4,,,,,,,,,
MERCEDES 183 (S2),1,BC 4517,1.5,,,,,,,,,
BMW S11 (S1),1,BC 4002,5.6,,,,,,,,,
BMW S11 (S1),1,BC 4047,34.1,,,,,,,,,
BMW S11 (S1),1,BC 4203,22.7,,,,,,,,,
BMW S11 (S1),1,BC 4041,22.7,,,,,,,,,
BMW S11 (S1),1,BC 4811,5.2,,,,,,,,,
BMW S11 (S1),1,BC 4910,3.2,,,,,,,,,
BMW S11 (S1),1,BC 4934,2.3,,,,,,,,,
BMW S11 (S1),1,BC 4030,2.3,,,,,,,,,
BMW S11 (S1),1,BC 4017,1.9,,,,,,,,,
BMW X1D (S1),1,BC 4002,7.5,,,,,,,,,
BMW X1D (S1),1,BC 4117,35.1,,,,,,,,,
BMW X1D (S1),1,BC 4511,17.8,,,,,,,,,
BMW X1D (S1),1,BC 4203,14.1,,,,,,,,,
BMW X1D (S1),1,BC 4047,11.2,,,,,,,,,
BMW X1D (S1),1,BC 4188,0.9,,,,,,,,,
BMW X1D (S1),1,BC 4110,13.4,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4002,6,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4517,37.9,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4017,35.1,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4203,13.9,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4188,3.7,,,,,,,,,
HYUNDAI M6T (S1),1,BC 4440,3.4,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4002,4.1,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4283,39.3,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4203,23.3,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4084,11.4,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4511,5.9,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4047,4.9,,,,,,,,,
HYUNDAI W7B (S1),1,XB 4107,0.8,,,,,,,,,
HYUNDAI W7B (S1),1,BC 4110,10.3,,,,,,,,,
HONDA NH862M (S1),1,BC 4002,6.7,,,,,,,,,
HONDA NH862M (S1),1,BC 4517,53.2,,,,,,,,,
HONDA NH862M (S1),1,BC 4203,21.3,,,,,,,,,
HONDA NH862M (S1),1,BC 4017,8.9,,,,,,,,,
HONDA NH862M (S1),1,BC 4811,4.3,,,,,,,,,
HONDA NH862M (S1),1,BC 4519,2.1,,,,,,,,,
HONDA NH862M (S1),1,BC 4110,3.5,,,,,,,,,
HONDA B631M (S1),1,BC 4002,6.7,,,,,,,,,
HONDA B631M (S1),1,BC 4019,32.8,,,,,,,,,
HONDA B631M (S1),1,BC 4017,22.4,,,,,,,,,
HONDA B631M (S1),1,BC 4517,12.3,,,,,,,,,
HONDA B631M (S1),1,BC 4202,9.9,,,,,,,,,
HONDA B631M (S1),1,BC 4640,7.9,,,,,,,,,
HONDA B631M (S1),1,BC 4117,6.7,,,,,,,,,
HONDA B631M (S1),1,BC 4084,1.3,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4002,7,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4203,36.4,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4526,24.7,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4017,12.3,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4510,3.9,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4014,3.1,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4082,3.1,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4974,1.4,,,,,,,,,
HYUNDAI M8N (S1),1,BC 4110,8.1,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4002,4,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4117,54.7,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4203,11.2,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4640,6.1,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4518,5.8,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4519,4.5,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4030,3.4,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4934,2,,,,,,,,,
HYUNDAI S7S (S1),1,BC 4110,8.3,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4002,6.4,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4517,66.6,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4203,12.6,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4519,6,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4640,3.1,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4041,3.1,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4030,1.8,,,,,,,,,
HYUNDAI 2C (S1),1,BC 4082,0.4,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4002,7.5,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4117,34.9,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4025,20.6,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4517,17,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4203,12,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4640,3.3,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4519,3.3,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4084,0.7,,,,,,,,,
HYUNDAI U9G (S1),1,BC 4110,0.7,,,,,,,,,
MAZDA 46G (S1),1,BC 4002,7.7,,,,,,,,,
MAZDA 46G (S1),1,BC 4202,43.1,,,,,,,,,
MAZDA 46G (S1),1,BC 4910,20.4,,,,,,,,,
MAZDA 46G (S1),1,BC 4012,9.1,,,,,,,,,
MAZDA 46G (S1),1,BC 4203,9.1,,,,,,,,,
MAZDA 46G (S1),1,BC 4811,3.6,,,,,,,,,
MAZDA 46G (S1),1,BC 4440,3.6,,,,,,,,,
MAZDA 46G (S1),1,BC 4188,3.4,,,,,,,,,
HONDA NH902P (S1),1,BC 4002,3.8,,,,,,,,,
HONDA NH902P (S1),1,BC 4019,93.7,,,,,,,,,
HONDA NH902P (S1),1,BC 4203,2.1,,,,,,,,,
HONDA NH902P (S1),1,BC 4047,0.4,,,,,,,,,
HONDA NH902P (S1),2,BC 4002,6.5,,,,,,,,,
HONDA NH902P (S1),2,BC 4962,54.2,,,,,,,,,
HONDA NH902P (S1),2,BC 4010,30.8,,,,,,,,,
HONDA NH902P (S1),2,XB 4091,7.7,,,,,,,,,
HONDA NH902P (S1),2,BC 4519,0.8,,,,,,,,,
BMW C4E (S1),1,BC 4002,8.5,,,,,,,,,
BMW C4E (S1),1,BC 4050,26.4,,,,,,,,,
BMW C4E (S1),1,BC 4526,23.4,,,,,,,,,
BMW C4E (S1),1,BC 4203,21.7,,,,,,,,,
BMW C4E (S1),1,BC 4519,10,,,,,,,,,
BMW C4E (S1),1,BC 4162,5.7,,,,,,,,,
BMW C4E (S1),1,BC 4954,4.3,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4002,4,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4117,34.5,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4017,22.1,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4018,17.2,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4080,6.6,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4203,3.3,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4519,3.3,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4084,2.4,,,,,,,,,
HYUNDAI R3A (S1),1,BC 4110,6.6,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4002,10.2,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4203,42.9,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4811,27.3,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4111,9,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4030,7.8,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4510,2,,,,,,,,,
HYUNDAI UB7 (S1),1,BC 4580,0.8,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4002,4.9,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4640,42.1,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4010,17,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4030,10.6,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4203,9.6,,,,,,,,,
HYUNDAI TB5 (S1),1,XB 4705,8.2,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4510,3.9,,,,,,,,,
HYUNDAI TB5 (S1),1,BC 4111,3.7,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4002,7.3,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4019,33.2,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4203,24.6,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4117,13.6,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4517,6.3,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4162,1,,,,,,,,,
HYUNDAI NT2 (S1),1,BC 4110,14,,,,,,,,,
KIA GMS (S1),1,BC 4002,9.5,,,,,,,,,
KIA GMS (S1),1,BC 4203,34.3,,,,,,,,,
KIA GMS (S1),1,BC 4017,12.1,,,,,,,,,
KIA GMS (S1),1,BC 4966,10.5,,,,,,,,,
KIA GMS (S1),1,BC 4051,9.7,,,,,,,,,
KIA GMS (S1),1,BC 4974,9.7,,,,,,,,,
KIA GMS (S1),1,BC 4080,7.9,,,,,,,,,
KIA GMS (S1),1,BC 4510,6.3,,,,,,,,,
KIA KLG (S1),1,BC 4002,4.2,,,,,,,,,
KIA KLG (S1),1,BC 4117,34.1,,,,,,,,,
KIA KLG (S1),1,BC 4017,34.1,,,,,,,,,
KIA KLG (S1),1,BC 4203,17.1,,,,,,,,,
KIA KLG (S1),1,BC 4047,5.8,,,,,,,,,
KIA KLG (S1),1,BC 4188,4.7,,,,,,,,,
CHRYSLER PFV (S1),1,BC 4002,6.6,,,,,,,,,
CHRYSLER PFV (S1),1,BC 4560,63.9,,,,,,,,,
CHRYSLER PFV (S1),1,BC 4203,19.3,,,,,,,,,
CHRYSLER PFV (S1),1,BC 4019,8,,,,,,,,,
CHRYSLER PFV (S1),1,BC 4580,2.2,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4002,4.4,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4117,32.9,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4517,28.5,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4019,13.8,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4202,5.7,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4519,4.4,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4051,3.5,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4640,2.2,,,,,,,,,
MITSUBISHI D28 (S1),1,BC 4110,4.6,,,,,,,,,
BMW C4F (S1),1,BC 4002,6.9,,,,,,,,,
BMW C4F (S1),1,BC 4811,44.8,,,,,,,,,
BMW C4F (S1),1,BC 4047,17.2,,,,,,,,,
BMW C4F (S1),1,BC 4203,13.2,,,,,,,,,
BMW C4F (S1),1,BC 4517,11.1,,,,,,,,,
BMW C4F (S1),1,BC 4519,2.6,,,,,,,,,
BMW C4F (S1),1,BC 4030,2.1,,,,,,,,,
BMW C4F (S1),1,BC 4014,2.1,,,,,,,,,
BMW C4W (S1),1,BC 4002,4.6,,,,,,,,,
BMW C4W (S1),1,BC 4517,52.2,,,,,,,,,
BMW C4W (S1),1,XB 4091,21.1,,,,,,,,,
BMW C4W (S1),1,BC 4203,9.8,,,,,,,,,
BMW C4W (S1),1,BC 4047,4.6,,,,,,,,,
BMW C4W (S1),1,BC 4014,2.8,,,,,,,,,
BMW C4W (S1),1,BC 4019,2.3,,,,,,,,,
BMW C4W (S1),1,BC 4440,1,,,,,,,,,
BMW C4W (S1),1,BC 4519,0.8,,,,,,,,,
BMW C4W (S1),1,BC 4188,0.8,,,,,,,,,
BMW P7X (S1),1,BC 4002,10.7,,,,,,,,,
BMW P7X (S1),1,BC 4111,44.5,,,,,,,,,
BMW P7X (S1),1,BC 4203,22,,,,,,,,,
BMW P7X (S1),1,BC 4811,10,,,,,,,,,
BMW P7X (S1),1,BC 4030,2.8,,,,,,,,,
BMW P7X (S1),1,BC 4162,0.9,,,,,,,,,
BMW P7X (S1),1,BC 4110,9.1,,,,,,,,,
BMW C4P (S1),1,BC 4002,4.3,,,,,,,,,
BMW C4P (S1),1,BC 4019,34.1,,,,,,,,,
BMW C4P (S1),1,BC 4014,20.5,,,,,,,,,
BMW C4P (S1),1,BC 4517,20.5,,,,,,,,,
BMW C4P (S1),1,BC 4202,12.5,,,,,,,,,
BMW C4P (S1),1,BC 4519,7,,,,,,,,,
BMW C4P (S1),1,BC 4047,1.1,,,,,,,,,
NISSAN NBZ (S1),1,BC 4002,5.6,,,,,,,,,
NISSAN NBZ (S1),1,BC 4517,65.4,,,,,,,,,
NISSAN NBZ (S1),1,BC 4084,8.6,,,,,,,,,
NISSAN NBZ (S1),1,BC 4202,8.2,,,,,,,,,
NISSAN NBZ (S1),1,BC 4014,7,,,,,,,,,
NISSAN NBZ (S1),1,BC 4510,4.7,,,,,,,,,
NISSAN NBZ (S1),1,BC 4025,0.5,,,,,,,,,
NISSAN CBB (S1),1,BC 4002,8.9,,,,,,,,,
NISSAN CBB (S1),1,BC 4966,28.4,,,,,,,,,
NISSAN CBB (S1),1,BC 4203,16.5,,,,,,,,,
NISSAN CBB (S1),1,BC 4082,16.3,,,,,,,,,
NISSAN CBB (S1),1,BC 4025,12.9,,,,,,,,,
NISSAN CBB (S1),1,BC 4973,12.7,,,,,,,,,
NISSAN CBB (S1),1,BC 4517,3.3,,,,,,,,,
NISSAN CBB (S1),1,BC 4110,1,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4002,4.2,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4019,40,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4519,19.5,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4117,19.1,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4203,6.4,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4640,6.4,,,,,,,,,
SUZUKI ZZD (S1),1,BC 4012,4.4,,,,,,,,,
KIA ERG (S1),1,BC 4002,4.2,,,,,,,,,
KIA ERG (S1),1,BC 4117,22.8,,,,,,,,,
KIA ERG (S1),1,BC 4517,20.5,,,,,,,,,
KIA ERG (S1),1,BC 4519,15.4,,,,,,,,,
KIA ERG (S1),1,BC 4203,9.1,,,,,,,,,
KIA ERG (S1),1,BC 4047,8.4,,,,,,,,,
KIA ERG (S1),1,BC 4681,6.5,,,,,,,,,
KIA ERG (S1),1,BC 4084,0.8,,,,,,,,,
KIA ERG (S1),1,BC 4110,12.3,,,,,,,,,
KIA BCP (S1),1,BC 4002,13.2,,,,,,,,,
KIA BCP (S1),1,BC 4203,72,,,,,,,,,
KIA BCP (S1),1,BC 4974,6,,,,,,,,,
KIA BCP (S1),1,BC 4985,3.6,,,,,,,,,
KIA BCP (S1),1,BC 4962,3.6,,,,,,,,,
KIA BCP (S1),1,BC 4519,1.6,,,,,,,,,
KIA C4S (S1),1,BC 4002,5,,,,,,,,,
KIA C4S (S1),1,BC 4019,50.4,,,,,,,,,
KIA C4S (S1),1,BC 4117,18.3,,,,,,,,,
KIA C4S (S1),1,BC 4962,12.8,,,,,,,,,
KIA C4S (S1),1,BC 4203,6.4,,,,,,,,,
KIA C4S (S1),1,BC 4517,5.3,,,,,,,,,
KIA C4S (S1),1,BC 4110,1.8,,,,,,,,,
HYUNDAI XB2 (S1),1,BC 4002,5.7,,,,,,,,,
HYUNDAI XB2 (S1),1,BC 4640,37.5,,,,,,,,,
HYUNDAI XB2 (S1),1,BC 4203,17.5,,,,,,,,,
HYUNDAI XB2 (S1),1,XB 4581,17.5,,,,,,,,,
HYUNDAI XB2 (S1),1,XB 4091,16,,,,,,,,,
HYUNDAI XB2 (S1),1,XB 4704,4.1,,,,,,,,,
HYUNDAI XB2 (S1),1,BC 4041,1.7,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4002,8.4,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4203,27.1,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4047,18,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4640,18,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4517,5.7,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4030,5.4,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4811,4.2,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4510,3,,,,,,,,,
DAIHATSU X15 (S1),1,XB 4704,0.6,,,,,,,,,
DAIHATSU X15 (S1),1,BC 4110,9.6,,,,,,,,,
MERCEDES 172 (S1),1,BC 4002,4.5,,,,,,,,,
MERCEDES 172 (S1),1,BC 4025,41.8,,,,,,,,,
MERCEDES 172 (S1),1,BC 4014,31.7,,,,,,,,,
MERCEDES 172 (S1),1,BC 4203,18,,,,,,,,,
MERCEDES 172 (S1),1,BC 4080,0.8,,,,,,,,,
MERCEDES 172 (S1),1,BC 4019,0.8,,,,,,,,,
MERCEDES 172 (S1),1,BC 4510,0.8,,,,,,,,,
MERCEDES 172 (S1),1,BC 4110,1.6,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4002,2.1,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4517,51.3,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4202,24,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4117,10.3,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4440,5.5,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4510,4.4,,,,,,,,,
MITSUBISHI U17 (S1),1,BC 4030,2.4,,,,,,,,,
NISSAN CAJ (S1),1,BC 4002,4.8,,,,,,,,,
NISSAN CAJ (S1),1,BC 4518,35.5,,,,,,,,,
NISSAN CAJ (S1),1,BC 4203,18.7,,,,,,,,,
NISSAN CAJ (S1),1,BC 4526,13.6,,,,,,,,,
NISSAN CAJ (S1),1,BC 4560,6.8,,,,,,,,,
NISSAN CAJ (S1),1,BC 4440,6.5,,,,,,,,,
NISSAN CAJ (S1),1,BC 4519,6.1,,,,,,,,,
NISSAN CAJ (S1),1,BC 4082,4.8,,,,,,,,,
NISSAN CAJ (S1),1,BC 4117,3.2,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4002,5.6,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4202,51.1,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4518,24.5,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4517,9.8,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4811,5.6,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4030,2.4,,,,,,,,,
HYUNDAI T2G (S1),1,BC 4640,1,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4002,4.4,,,,,,,,,
HYUNDAI RS5 (S1),1,XB 4091,50,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4203,15.5,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4510,11.7,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4047,4,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4030,2.2,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4111,2,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4681,1.8,,,,,,,,,
HYUNDAI RS5 (S1),1,BC 4110,8.4,,,,,,,,,
HYUNDAI USS (S1),1,BC 4002,4.4,,,,,,,,,
