SampleID,Layer,Component,Quantity
AUDI LA1N (S1)-LS,1,LS 67,19.5
AUDI LA1N (S1)-LS,1,LS 25,4.6
AUDI LA1N (S1)-LS,1,LS 77,2
AUDI LP2A (S1)-LS,1,LS 74,68.3
AUDI LP2A (S1)-LS,1,LS 85,15.5
AUDI LP2A (S1)-LS,1,LS 61,9.1
AUDI LP2A (S1)-LS,1,LS 90,5.2
AUDI LP2A (S1)-LS,1,LS 66,1.1
AUDI LP2A (S1)-LS,1,LS 20,0.8
AUDI LY1N (S1)-LS,1,LS 90,72.8
AUDI LY1N (S1)-LS,1,LS 67,23.1
AUDI LY1N (S1)-LS,1,LS 20,2.9
AUDI LY1N (S1)-LS,1,LS 77,1.2
AUDI LL3A (S1)-LS,1,LS 82,34
AUDI LL3A (S1)-LS,1,LS 88,32.9
AUDI LL3A (S1)-LS,1,LS 77,24.4
AUDI LL3A (S1)-LS,1,LS 90,8.7
AUDI LH3C (S1)-LS,1,LS 74,34.2
AUDI LH3C (S1)-LS,1,LS 86,28.2
AUDI LH3C (S1)-LS,1,LS 77,20.8
AUDI LH3C (S1)-LS,1,LS 82,13
AUDI LH3C (S1)-LS,1,LS 90,3.8
AUDI LF5G (S1)-LS,1,LS 46,37.2
AUDI LF5G (S1)-LS,1,LS 44,24.4
AUDI LF5G (S1)-LS,1,LS 30,23.8
AUDI LF5G (S1)-LS,1,LS 88,6.3
AUDI LF5G (S1)-LS,1,LS 90,6.3
AUDI LF5G (S1)-LS,1,LS 25,2
AUDI LH5G (S1)-LS,1,LS 90,69
AUDI LH5G (S1)-LS,1,LS 46,15.6
AUDI LH5G (S1)-LS,1,LS 25,11
AUDI LH5G (S1)-LS,1,LS 30,4.4
AUDI LH8V (S1)-LS,1,LS 25,60.9
AUDI LH8V (S1)-LS,1,LS 67,19.9
AUDI LH8V (S1)-LS,1,LS 90,7.3
AUDI LH8V (S1)-LS,1,LS 77,6.9
AUDI LH8V (S1)-LS,1,LS 30,5
AUDI LA5D (S1)-LS,1,LS 90,45
AUDI LA5D (S1)-LS,1,LS 25,24.1
AUDI LA5D (S1)-LS,1,LS 54,10.5
AUDI LA5D (S1)-LS,1,LS 40,10.5
AUDI LA5D (S1)-LS,1,LS 30,9.9
AUDI LY7C (S1)-LS,1,LS 90,50.9
AUDI LY7C (S1)-LS,1,LS 25,32.1
AUDI LY7C (S1)-LS,1,LS 79,16.8
AUDI LY7C (S1)-LS,1,LS 46,0.2
AUDI L90R (S1)-LS,1,LS 90,85.4
AUDI L90R (S1)-LS,1,LS 49,6.4
AUDI L90R (S1)-LS,1,LS 79,3.7
AUDI L90R (S1)-LS,1,LS 67,3.1
AUDI L90R (S1)-LS,1,LS 25,1.4
AUDI L31 (S1)-LS,1,LS 90,54.1
AUDI L31 (S1)-LS,1,LS 44,22.5
AUDI L31 (S1)-LS,1,LS 25,21.1
AUDI L31 (S1)-LS,1,LS 30,2.3
AUDI LX7B (S1)-LS,1,LS 90,42.4
AUDI LX7B (S1)-LS,1,LS 25,28.1
AUDI LX7B (S1)-LS,1,LS 20,15.8
AUDI LX7B (S1)-LS,1,LS 67,13.7
AUDI LH5V (S1)-LS,1,LS 25,54.8
AUDI LH5V (S1)-LS,1,LS 90,32.1
AUDI LH5V (S1)-LS,1,LS 46,7.5
AUDI LH5V (S1)-LS,1,LS 30,5.6
AUDI LR5B (S1)-LS,1,LS 40,69.8
AUDI LR5B (S1)-LS,1,LS 25,16.3
AUDI LR5B (S1)-LS,1,LS 30,10.9
AUDI LR5B (S1)-LS,1,LS 90,3
AUDI LL1C (S1)-LS,1,LS 62,52.1
AUDI LL1C (S1)-LS,1,LS 66,20.2
AUDI LL1C (S1)-LS,1,LS 79,18
AUDI LL1C (S1)-LS,1,LS 90,9.7
AUDI LB6G (S1)-LS,1,LS 54,67.7
AUDI LB6G (S1)-LS,1,LS 44,14.2
AUDI LB6G (S1)-LS,1,LS 25,13.5
AUDI LB6G (S1)-LS,1,LS 61,2.5
AUDI LB6G (S1)-LS,1,LS 90,2.1
AUDI LY5L (S1)-LS,1,LS 44,50.9
AUDI LY5L (S1)-LS,1,LS 54,17.8
AUDI LY5L (S1)-LS,1,LS 25,13.6
AUDI LY5L (S1)-LS,1,LS 99,11.2
AUDI LY5L (S1)-LS,1,LS 46,5.2
AUDI LY5L (S1)-LS,1,LS 77,1.3
AUDI L4T9 (S1)-LS,1,LS 25,91.6
AUDI L4T9 (S1)-LS,1,LS 99,5.3
AUDI L4T9 (S1)-LS,1,LS 67,2.4
AUDI L4T9 (S1)-LS,1,LS 44,0.6
AUDI L4T9 (S1)-LS,1,LS 77,0.1
AUDI LL6P (S1)-LS,1,LS 61,68.7
AUDI LL6P (S1)-LS,1,LS 67,17.2
AUDI LL6P (S1)-LS,1,LS 56,7
AUDI LL6P (S1)-LS,1,LS 54,4.1
AUDI LL6P (S1)-LS,1,LS 90,3
AUDI LB6A (S1)-LS,1,LS 67,38.7
AUDI LB6A (S1)-LS,1,LS 54,28.7
AUDI LB6A (S1)-LS,1,LS 25,20.7
AUDI LB6A (S1)-LS,1,LS 90,11.9
AUDI L555 (S1)-LS,1,LS 88,59.4
AUDI L555 (S1)-LS,1,LS 77,28.6
AUDI L555 (S1)-LS,1,LS 99,8.4
AUDI L555 (S1)-LS,1,LS 20,3.6
AUDI LY3K (S1)-LS,1,LS 25,46.6
AUDI LY3K (S1)-LS,1,LS 88,28
AUDI LY3K (S1)-LS,1,LS 99,13.8
AUDI LY3K (S1)-LS,1,LS 85,11.6
AUDI LA5G (S1)-LS,1,LS 46,38.9
AUDI LA5G (S1)-LS,1,LS 25,34.2
AUDI LA5G (S1)-LS,1,LS 30,23.4
AUDI LA5G (S1)-LS,1,LS 90,3.5
AUDI LF6C (S1)-LS,1,LS 54,82.8
AUDI LF6C (S1)-LS,1,LS 99,11.6
AUDI LF6C (S1)-LS,1,LS 25,5
AUDI LF6C (S1)-LS,1,LS 40,0.6
AUDI LD2B (S1)-LS,1,LS 74,68.7
AUDI LD2B (S1)-LS,1,LS 82,11.8
AUDI LD2B (S1)-LS,1,LS 61,8.9
AUDI LD2B (S1)-LS,1,LS 90,8.8
AUDI LD2B (S1)-LS,1,LS 20,1.8
AUDI LW2B (S1)-LS,1,LS 90,53.7
AUDI LW2B (S1)-LS,1,LS 62,20
AUDI LW2B (S1)-LS,1,LS 66,13.8
AUDI LW2B (S1)-LS,1,LS 67,12.5
AUDI LH8M (S1)-LS,1,LS 90,49.7
AUDI LH8M (S1)-LS,1,LS 25,28.4
AUDI LH8M (S1)-LS,1,LS 67,18.8
AUDI LH8M (S1)-LS,1,LS 77,3.1
AUDI L035 (S1)-LS,1,LS 82,62.7
AUDI L035 (S1)-LS,1,LS 99,18.3
AUDI L035 (S1)-LS,1,LS 66,9.6
AUDI L035 (S1)-LS,1,LS 85,7.6
AUDI L035 (S1)-LS,1,LS 20,1.8
AUDI LP1G (S1)-LS,1,LS 62,40.3
AUDI LP1G (S1)-LS,1,LS 79,23
AUDI LP1G (S1)-LS,1,LS 67,21.7
AUDI LP1G (S1)-LS,1,LS 61,10.1
AUDI LP1G (S1)-LS,1,LS 90,4.9
AUDI LD6F (S1)-LS,1,LS 90,91.3
AUDI LD6F (S1)-LS,1,LS 20,3.1
AUDI LD6F (S1)-LS,1,LS 67,3.1
AUDI LD6F (S1)-LS,1,LS 79,1.4
AUDI LD6F (S1)-LS,1,LS 56,1.1
AUDI LA5F (S1)-LS,1,LS 44,36.8
AUDI LA5F (S1)-LS,1,LS 90,34.9
AUDI LA5F (S1)-LS,1,LS 30,26.5
AUDI LA5F (S1)-LS,1,LS 20,1.2
AUDI LA5F (S1)-LS,1,LS 46,0.6
AUDI LL6Q (S1)-LS,1,LS 44,54.5
AUDI LL6Q (S1)-LS,1,LS 56,22.9
AUDI LL6Q (S1)-LS,1,LS 62,9.1
AUDI LL6Q (S1)-LS,1,LS 25,7.1
AUDI LL6Q (S1)-LS,1,LS 90,6.4
AUDI LL1Q (S1)-LS,1,LS 90,42.9
AUDI LL1Q (S1)-LS,1,LS 62,36.5
AUDI LL1Q (S1)-LS,1,LS 67,16.2
AUDI LL1Q (S1)-LS,1,LS 66,3.8
AUDI LL1Q (S1)-LS,1,LS 20,0.6
AUDI LB1B (S1)-LS,1,LS 90,59.5
AUDI LB1B (S1)-LS,1,LS 62,31.9
AUDI LB1B (S1)-LS,1,LS 79,5
AUDI LB1B (S1)-LS,1,LS 66,3.1
AUDI LB1B (S1)-LS,1,LS 20,0.5
AUDI LB1A (S1)-LS,1,LS 62,57.6
AUDI LB1A (S1)-LS,1,LS 90,38.1
AUDI LB1A (S1)-LS,1,LS 66,3.3
AUDI LB1A (S1)-LS,1,LS 59,1
AUDI LF9G (S1)-LS,1,LS 90,94.3
AUDI LF9G (S1)-LS,1,LS 49,4.4
AUDI LF9G (S1)-LS,1,LS 20,0.8
AUDI LF9G (S1)-LS,1,LS 67,0.5
AUDI LD6A (S1)-LS,1,LS 54,48.5
AUDI LD6A (S1)-LS,1,LS 25,27.3
AUDI LD6A (S1)-LS,1,LS 44,14.8
AUDI LD6A (S1)-LS,1,LS 90,8.9
AUDI LD6A (S1)-LS,1,LS 61,0.5
AUDI LL6G (S1)-LS,1,LS 90,67.3
AUDI LL6G (S1)-LS,1,LS 54,28.6
AUDI LL6G (S1)-LS,1,LS 25,1.8
AUDI LL6G (S1)-LS,1,LS 67,1.5
AUDI LL6G (S1)-LS,1,LS 46,0.8
AUDI LL5K (S1)-LS,1,LS 46,42.1
AUDI LL5K (S1)-LS,1,LS 90,34.3
AUDI LL5K (S1)-LS,1,LS 25,21.2
AUDI LL5K (S1)-LS,1,LS 30,1.7
AUDI LL5K (S1)-LS,1,LS 61,0.7
AUDI LP6L (S1)-LS,1,LS 54,70
AUDI LP6L (S1)-LS,1,LS 62,10.6
AUDI LP6L (S1)-LS,1,LS 99,9.8
AUDI LP6L (S1)-LS,1,LS 20,9.6
AUDI LE3A (S1)-LS,1,LS 82,32.8
AUDI LE3A (S1)-LS,1,LS 77,25.2
AUDI LE3A (S1)-LS,1,LS 88,20.8
AUDI LE3A (S1)-LS,1,LS 74,16.5
AUDI LE3A (S1)-LS,1,LS 90,4.7
AUDI LM3C (S1)-LS,1,LS 86,54.7
AUDI LM3C (S1)-LS,1,LS 85,31.9
AUDI LM3C (S1)-LS,1,LS 74,11
AUDI LM3C (S1)-LS,1,LS 90,2
AUDI LM3C (S1)-LS,1,LS 25,0.4
AUDI LY3D (S1)-LS,1,LS 86,62.6
AUDI LY3D (S1)-LS,1,LS 82,24.2
AUDI LY3D (S1)-LS,1,LS 66,7.6
AUDI LY3D (S1)-LS,1,LS 90,3.5
AUDI LY3D (S1)-LS,1,LS 77,2.1
AUDI LB2A (S1)-LS,1,LS 74,50.8
AUDI LB2A (S1)-LS,1,LS 77,19.9
AUDI LB2A (S1)-LS,1,LS 85,16.2
AUDI LB2A (S1)-LS,1,LS 90,12.5
AUDI LB2A (S1)-LS,1,LS 66,0.6
AUDI LH3S (S1)-LS,1,LS 88,50.7
AUDI LH3S (S1)-LS,1,LS 86,21.9
AUDI LH3S (S1)-LS,1,LS 20,14.7
AUDI LH3S (S1)-LS,1,LS 99,8.1
AUDI LH3S (S1)-LS,1,LS 77,4.6
AUDI LU9A (S1)-LS,1,LS 90,97.5
AUDI LU9A (S1)-LS,1,LS 67,1.5
AUDI LU9A (S1)-LS,1,LS 20,1
AUDI LA5C (S1)-LS,1,LS 30,39.4
AUDI LA5C (S1)-LS,1,LS 44,26.8
AUDI LA5C (S1)-LS,1,LS 90,18.3
AUDI LA5C (S1)-LS,1,LS 46,11
AUDI LA5C (S1)-LS,1,LS 25,4.5
AUDI LN6K (S1)-LS,1,LS 62,45.9
AUDI LN6K (S1)-LS,1,LS 90,19.6
AUDI LN6K (S1)-LS,1,LS 25,11.9
AUDI LN6K (S1)-LS,1,LS 66,11.9
AUDI LN6K (S1)-LS,1,LS 54,10.7
AUDI LF1A (S1)-LS,1,LS 61,55.9
AUDI LF1A (S1)-LS,1,LS 90,33
AUDI LF1A (S1)-LS,1,LS 62,7.3
AUDI LF1A (S1)-LS,1,LS 66,2.3
AUDI LF1A (S1)-LS,1,LS 29,1.5
AUDI LS1H (S1)-LS,1,LS 90,44.5
AUDI LS1H (S1)-LS,1,LS 61,26.6
AUDI LS1H (S1)-LS,1,LS 62,23
AUDI LS1H (S1)-LS,1,LS 66,3.6
AUDI LS1H (S1)-LS,1,LS 29,2.3
AUDI LR5A (S1)-LS,1,LS 90,51.6
AUDI LR5A (S1)-LS,1,LS 44,21.4
AUDI LR5A (S1)-LS,1,LS 30,20.1
AUDI LR5A (S1)-LS,1,LS 85,6.9
AUDI LH9G (S1)-LS,1,LS 90,96.7
AUDI LH9G (S1)-LS,1,LS 29,2.1
AUDI LH9G (S1)-LS,1,LS 69,1.2
AUDI LL5L (S1)-LS,1,LS 46,54.5
AUDI LL5L (S1)-LS,1,LS 90,29.9
AUDI LL5L (S1)-LS,1,LS 30,9.6
AUDI LL5L (S1)-LS,1,LS 20,6
AUDI LY5G (S1)-LS,1,LS 25,63.3
AUDI LY5G (S1)-LS,1,LS 46,19
AUDI LY5G (S1)-LS,1,LS 90,16.8
AUDI LY5G (S1)-LS,1,LS 30,0.9
AUDI LU3A (S1)-LS,1,LS 74,40.2
AUDI LU3A (S1)-LS,1,LS 86,35.9
AUDI LU3A (S1)-LS,1,LS 82,16.3
AUDI LU3A (S1)-LS,1,LS 90,5.6
AUDI LU3A (S1)-LS,1,LS 29,2
AUDI LV7E (S1)-LS,1,LS 20,68.2
AUDI LV7E (S1)-LS,1,LS 67,20.6
AUDI LV7E (S1)-LS,1,LS 90,10
AUDI LV7E (S1)-LS,1,LS 77,1.2
AUDI LH8T (S1)-LS,1,LS 67,46.7
AUDI LH8T (S1)-LS,1,LS 90,45.5
AUDI LH8T (S1)-LS,1,LS 25,4.3
AUDI LH8T (S1)-LS,1,LS 77,3.5
AUDI LN1C (S1)-LS,1,LS 62,54.1
AUDI LN1C (S1)-LS,1,LS 90,37.7
AUDI LN1C (S1)-LS,1,LS 66,5
AUDI LN1C (S1)-LS,1,LS 74,2.5
AUDI LN1C (S1)-LS,1,LS 20,0.7
AUDI L1T9 (S1)-LS,1,LS 90,93.9
AUDI L1T9 (S1)-LS,1,LS 67,3.5
AUDI L1T9 (S1)-LS,1,LS 59,1.6
AUDI L1T9 (S1)-LS,1,LS 20,1
AUDI L2T9 (S1)-LS,1,LS 90,95.2
AUDI L2T9 (S1)-LS,1,LS 67,2.4
AUDI L2T9 (S1)-LS,1,LS 20,1.3
AUDI L2T9 (S1)-LS,1,LS 59,1.1
AUDI LT1M (S1)-LS,1,LS 90,65.3
AUDI LT1M (S1)-LS,1,LS 67,24.2
AUDI LT1M (S1)-LS,1,LS 25,7.2
AUDI LT1M (S1)-LS,1,LS 77,3.3
AUDI LL4A (S1)-LS,1,LS 30,49.8
AUDI LL4A (S1)-LS,1,LS 90,27.5
AUDI LL4A (S1)-LS,1,LS 44,12.2
AUDI LL4A (S1)-LS,1,LS 25,7.2
AUDI LL4A (S1)-LS,1,LS 88,3.3
AUDI LI7F (S1)-LS,1,LS 20,84.2
AUDI LI7F (S1)-LS,1,LS 90,7.6
AUDI LI7F (S1)-LS,1,LS 67,7.4
AUDI LI7F (S1)-LS,1,LS 77,0.8
AUDI LF5L (S1)-LS,1,LS 44,59.2
AUDI LF5L (S1)-LS,1,LS 30,18.8
AUDI LF5L (S1)-LS,1,LS 88,10.5
AUDI LF5L (S1)-LS,1,LS 54,9.7
AUDI LF5L (S1)-LS,1,LS 90,1.6
AUDI LF5L (S1)-LS,1,LS 25,0.2
AUDI LV5C (S1)-LS,1,LS 46,64.7
AUDI LV5C (S1)-LS,1,LS 90,30.4
AUDI LV5C (S1)-LS,1,LS 67,3.1
AUDI LV5C (S1)-LS,1,LS 69,1.8
AUDI L1T3 (S1)-LS,1,LS 77,32.4
AUDI L1T3 (S1)-LS,1,LS 25,30.9
AUDI L1T3 (S1)-LS,1,LS 99,20
AUDI L1T3 (S1)-LS,1,LS 86,16.7
AUDI LE3D (S1)-LS,1,LS 82,91
AUDI LE3D (S1)-LS,1,LS 90,6.8
AUDI LE3D (S1)-LS,1,LS 88,1.3
AUDI LE3D (S1)-LS,1,LS 20,0.9
AUDI LY6G (S1)-LS,1,LS 90,94.8
AUDI LY6G (S1)-LS,1,LS 62,2.9
AUDI LY6G (S1)-LS,1,LS 56,1
AUDI LY6G (S1)-LS,1,LS 59,0.5
AUDI LY6G (S1)-LS,1,LS 66,0.5
AUDI LY6G (S1)-LS,1,LS 29,0.3
AUDI LD1B (S1)-LS,1,LS 90,76.3
AUDI LD1B (S1)-LS,1,LS 62,23
AUDI LD1B (S1)-LS,1,LS 66,0.7
AUDI L3T9 (S1)-LS,1,LS 90,94.8
AUDI L3T9 (S1)-LS,1,LS 67,3.6
AUDI L3T9 (S1)-LS,1,LS 20,1.1
AUDI L3T9 (S1)-LS,1,LS 61,0.5
AUDI LY4B (S1)-LS,1,LS 88,86.7
AUDI LY4B (S1)-LS,1,LS 90,5.8
AUDI LY4B (S1)-LS,1,LS 77,4.2
AUDI LY4B (S1)-LS,1,LS 20,3.3
AUDI LH9C (S1)-LS,1,LS 90,86.6
AUDI LH9C (S1)-LS,1,LS 49,6.1
AUDI LH9C (S1)-LS,1,LS 79,3.9
AUDI LH9C (S1)-LS,1,LS 69,3.1
AUDI LH9C (S1)-LS,1,LS 20,0.3
BMW U94 (S1)-LS,1,LS 74,46.6
BMW U94 (S1)-LS,1,LS 62,31
BMW U94 (S1)-LS,1,LS 66,15.8
BMW U94 (S1)-LS,1,LS 90,5.4
BMW U94 (S1)-LS,1,LS 20,1.2
BMW 267 (S1)-LS,1,LS 90,59.7
BMW 267 (S1)-LS,1,LS 62,30.1
BMW 267 (S1)-LS,1,LS 67,4.2
BMW 267 (S1)-LS,1,LS 66,2.7
BMW 267 (S1)-LS,1,LS 59,2.7
BMW 267 (S1)-LS,1,LS 77,0.6
BMW 156 (S1)-LS,1,LS 90,93.2
BMW 156 (S1)-LS,1,LS 67,3.4
BMW 156 (S1)-LS,1,LS 66,1.3
BMW 156 (S1)-LS,1,LS 62,1.3
BMW 156 (S1)-LS,1,LS 25,0.8
BMW 179 (S1)-LS,1,LS 67,28.8
BMW 179 (S1)-LS,1,LS 25,28
BMW 179 (S1)-LS,1,LS 54,22.9
BMW 179 (S1)-LS,1,LS 90,13.8
BMW 179 (S1)-LS,1,LS 44,6.5
BMW B87 (S1)-LS,1,LS 25,71
BMW B87 (S1)-LS,1,LS 90,19.9
BMW B87 (S1)-LS,1,LS 67,8.5
BMW B87 (S1)-LS,1,LS 77,0.6
BMW 308 (S1)-LS,1,LS 82,59.4
BMW 308 (S1)-LS,1,LS 74,18.3
BMW 308 (S1)-LS,1,LS 86,14.8
BMW 308 (S1)-LS,1,LS 90,5.7
BMW 308 (S1)-LS,1,LS 20,1.8
BMW 550 (S1)-LS,1,LS 90,55.1
BMW 550 (S1)-LS,1,LS 54,19.8
BMW 550 (S1)-LS,1,LS 44,16.2
BMW 550 (S1)-LS,1,LS 25,8.9
BMW 561 (S1)-LS,1,LS 44,49.1
BMW 561 (S1)-LS,1,LS 67,42.5
BMW 561 (S1)-LS,1,LS 90,4.2
BMW 561 (S1)-LS,1,LS 40,4.2
BMW 023 (S1)-LS,1,LS 74,53.5
BMW 023 (S1)-LS,1,LS 88,40.3
BMW 023 (S1)-LS,1,LS 77,5.6
BMW 023 (S1)-LS,1,LS 90,0.6
AUDI LB7A (S1)-LS,1,LS 25,50.9
AUDI LB7A (S1)-LS,1,LS 90,47.2
AUDI LB7A (S1)-LS,1,LS 67,1.9
BMW 351 (S1)-LS,1,LS 67,60.7
BMW 351 (S1)-LS,1,LS 90,24.8
BMW 351 (S1)-LS,1,LS 74,9.1
BMW 351 (S1)-LS,1,LS 62,4.2
BMW 351 (S1)-LS,1,LS 66,1.2
BMW 053 (S1)-LS,1,LS 77,42.3
BMW 053 (S1)-LS,1,LS 86,38.8
BMW 053 (S1)-LS,1,LS 99,16.1
BMW 053 (S1)-LS,1,LS 29,2.8
BMW 258 (S1)-LS,1,LS 54,49.9
BMW 258 (S1)-LS,1,LS 90,28.2
BMW 258 (S1)-LS,1,LS 46,20.5
BMW 258 (S1)-LS,1,LS 25,1.4
BMW B88 (S1)-LS,1,LS 90,92.6
BMW B88 (S1)-LS,1,LS 20,3.7
BMW B88 (S1)-LS,1,LS 49,2
BMW B88 (S1)-LS,1,LS 67,1.7
BMW N74 (S1)-LS,1,LS 90,94.1
BMW N74 (S1)-LS,1,LS 25,2.1
BMW N74 (S1)-LS,1,LS 79,1.5
BMW N74 (S1)-LS,1,LS 49,1.2
BMW N74 (S1)-LS,1,LS 67,1.1
BMW 084 (S1)-LS,1,LS 90,97.1
BMW 084 (S1)-LS,1,LS 67,1.9
BMW 084 (S1)-LS,1,LS 20,1
BMW 298 (S1)-LS,1,LS 90,96
BMW 298 (S1)-LS,1,LS 79,1.9
BMW 298 (S1)-LS,1,LS 67,1.2
BMW 298 (S1)-LS,1,LS 20,0.9
BMW 207 (S1)-LS,1,LS 44,51.5
BMW 207 (S1)-LS,1,LS 54,26.9
BMW 207 (S1)-LS,1,LS 99,13.4
BMW 207 (S1)-LS,1,LS 85,8.2
BMW 348 (S1)-LS,1,LS 25,69.3
BMW 348 (S1)-LS,1,LS 86,19.1
BMW 348 (S1)-LS,1,LS 90,11.6
BMW 375 (S1)-LS,1,LS 74,56.1
BMW 375 (S1)-LS,1,LS 82,19.7
BMW 375 (S1)-LS,1,LS 86,11.2
BMW 375 (S1)-LS,1,LS 90,7.6
BMW 375 (S1)-LS,1,LS 77,5.4
BMW 394 (S1)-LS,1,LS 90,29.1
BMW 394 (S1)-LS,1,LS 82,26.4
BMW 394 (S1)-LS,1,LS 66,22.1
BMW 394 (S1)-LS,1,LS 74,17.9
BMW 394 (S1)-LS,1,LS 77,4.5
BMW 353 (S1)-LS,1,LS 82,37.5
BMW 353 (S1)-LS,1,LS 66,32.2
BMW 353 (S1)-LS,1,LS 74,19.7
BMW 353 (S1)-LS,1,LS 90,10.6
BMW 315 (S1)-LS,1,LS 86,74.9
BMW 315 (S1)-LS,1,LS 67,19.8
BMW 315 (S1)-LS,1,LS 30,3.6
BMW 315 (S1)-LS,1,LS 74,1.7
BMW 366 (S1)-LS,1,LS 86,67.9
BMW 366 (S1)-LS,1,LS 77,15.6
BMW 366 (S1)-LS,1,LS 88,7.4
BMW 366 (S1)-LS,1,LS 74,5.8
BMW 366 (S1)-LS,1,LS 90,3.3
BMW 291 (S1)-LS,1,LS 86,46.8
BMW 291 (S1)-LS,1,LS 74,35.6
BMW 291 (S1)-LS,1,LS 99,14
BMW 291 (S1)-LS,1,LS 88,2.8
BMW 291 (S1)-LS,1,LS 20,0.8
BMW 257 (S1)-LS,1,LS 74,42.4
BMW 257 (S1)-LS,1,LS 82,29.9
BMW 257 (S1)-LS,1,LS 99,14.3
BMW 257 (S1)-LS,1,LS 86,13.4
BMW 052 (S1)-LS,1,LS 74,66.2
BMW 052 (S1)-LS,1,LS 99,15.7
BMW 052 (S1)-LS,1,LS 82,14.8
BMW 052 (S1)-LS,1,LS 77,3.3
BMW 321 (S1)-LS,1,LS 44,47.6
BMW 321 (S1)-LS,1,LS 30,39.6
BMW 321 (S1)-LS,1,LS 90,10.8
BMW 321 (S1)-LS,1,LS 25,2
BMW 311 (S1)-LS,1,LS 90,52.5
BMW 311 (S1)-LS,1,LS 62,23.1
BMW 311 (S1)-LS,1,LS 49,15.2
BMW 311 (S1)-LS,1,LS 54,6.4
BMW 311 (S1)-LS,1,LS 29,1.5
BMW 311 (S1)-LS,1,LS 66,1.3
BMW 384 (S1)-LS,1,LS 90,63.1
BMW 384 (S1)-LS,1,LS 61,17.6
BMW 384 (S1)-LS,1,LS 67,15.5
BMW 384 (S1)-LS,1,LS 20,2.4
BMW 384 (S1)-LS,1,LS 54,1.4
BMW 138 (S1)-LS,1,LS 86,46.2
BMW 138 (S1)-LS,1,LS 74,25.5
BMW 138 (S1)-LS,1,LS 99,19.6
BMW 138 (S1)-LS,1,LS 82,5.1
BMW 138 (S1)-LS,1,LS 77,3.6
BMW 147 (S1)-LS,1,LS 90,88.4
BMW 147 (S1)-LS,1,LS 67,9.5
BMW 147 (S1)-LS,1,LS 25,1.6
BMW 147 (S1)-LS,1,LS 77,0.5
BMW 318 (S1)-LS,1,LS 40,45.3
BMW 318 (S1)-LS,1,LS 90,27.1
BMW 318 (S1)-LS,1,LS 44,24.7
BMW 318 (S1)-LS,1,LS 20,2.9
BMW 307 (S1)-LS,1,LS 54,76.2
BMW 307 (S1)-LS,1,LS 25,12.2
BMW 307 (S1)-LS,1,LS 67,7.9
BMW 307 (S1)-LS,1,LS 99,3.7
BMW 264 (S1)-LS,1,LS 90,91.5
BMW 264 (S1)-LS,1,LS 61,4.8
BMW 264 (S1)-LS,1,LS 67,2.4
BMW 264 (S1)-LS,1,LS 29,0.8
BMW 264 (S1)-LS,1,LS 56,0.5
BMW P5C (S1)-LS,1,LS 90,56.5
BMW P5C (S1)-LS,1,LS 46,21.4
BMW P5C (S1)-LS,1,LS 44,18
BMW P5C (S1)-LS,1,LS 54,2.3
BMW P5C (S1)-LS,1,LS 20,1.8
BMW 187 (S1)-LS,1,LS 90,57.4
BMW 187 (S1)-LS,1,LS 67,29.7
BMW 187 (S1)-LS,1,LS 25,9.5
BMW 187 (S1)-LS,1,LS 77,3.4
BMW 389 (S1)-LS,1,LS 90,89.4
BMW 389 (S1)-LS,1,LS 67,7.2
BMW 389 (S1)-LS,1,LS 79,2.5
BMW 389 (S1)-LS,1,LS 20,0.9
BMW 007 (S1)-LS,1,LS 90,89.3
BMW 007 (S1)-LS,1,LS 67,7.5
BMW 007 (S1)-LS,1,LS 79,2.4
BMW 007 (S1)-LS,1,LS 20,0.8
BMW 081 (S1)-LS,1,LS 90,97.7
BMW 081 (S1)-LS,1,LS 67,1.9
BMW 081 (S1)-LS,1,LS 20,0.4
BMW 128 (S1)-LS,1,LS 90,82.2
BMW 128 (S1)-LS,1,LS 67,9.2
BMW 128 (S1)-LS,1,LS 20,7.6
BMW 128 (S1)-LS,1,LS 77,1
BMW 172 (S1)-LS,1,LS 88,48.4
BMW 172 (S1)-LS,1,LS 86,25.4
BMW 172 (S1)-LS,1,LS 74,20.9
BMW 172 (S1)-LS,1,LS 25,2.8
BMW 172 (S1)-LS,1,LS 90,2.5
BMW 328 (S1)-LS,1,LS 88,57.3
BMW 328 (S1)-LS,1,LS 40,19.3
BMW 328 (S1)-LS,1,LS 99,14.4
BMW 328 (S1)-LS,1,LS 77,9
BMW 326 (S1)-LS,1,LS 90,79.6
BMW 326 (S1)-LS,1,LS 25,9.9
BMW 326 (S1)-LS,1,LS 54,9.5
BMW 326 (S1)-LS,1,LS 40,1
BMW 329 (S1)-LS,1,LS 25,62.6
BMW 329 (S1)-LS,1,LS 67,20.2
BMW 329 (S1)-LS,1,LS 90,9.1
BMW 329 (S1)-LS,1,LS 88,8.1
BMW 224 (S1)-LS,1,LS 88,54.1
BMW 224 (S1)-LS,1,LS 99,18.5
BMW 224 (S1)-LS,1,LS 82,12.6
BMW 224 (S1)-LS,1,LS 74,10.8
BMW 224 (S1)-LS,1,LS 25,4
BMW 316 (S1)-LS,1,LS 88,36.1
BMW 316 (S1)-LS,1,LS 30,34.4
BMW 316 (S1)-LS,1,LS 86,23.4
BMW 316 (S1)-LS,1,LS 90,3.3
BMW 316 (S1)-LS,1,LS 20,2.8
BMW 304 (S1)-LS,1,LS 25,25.8
BMW 304 (S1)-LS,1,LS 88,25.3
