SampleID,Layer,Component,Quantity
TOYOTA 499 (S1)-LS,1,LS 79,8.6
TOYOTA 499 (S1)-LS,1,LS 25,2.2
TOYOTA 4B8 (S1)-LS,1,LS 90,44.3
TOYOTA 4B8 (S1)-LS,1,LS 67,41.7
TOYOTA 4B8 (S1)-LS,1,LS 20,8.9
TOYOTA 4B8 (S1)-LS,1,LS 77,5.1
TOYOTA 4V6 (S1)-LS,1,LS 90,51.2
TOYOTA 4V6 (S1)-LS,1,LS 67,28.7
TOYOTA 4V6 (S1)-LS,1,LS 25,13.9
TOYOTA 4V6 (S1)-LS,1,LS 61,4.6
TOYOTA 4V6 (S1)-LS,1,LS 85,1.6
TOYOTA H6Q (S1)-LS,1,LS 90,67.9
TOYOTA H6Q (S1)-LS,1,LS 67,13.7
TOYOTA H6Q (S1)-LS,1,LS 25,13.3
TOYOTA H6Q (S1)-LS,1,LS 59,5.1
TOYOTA 8A6 (S1)-LS,1,LS 46,69.6
TOYOTA 8A6 (S1)-LS,1,LS 25,10
TOYOTA 8A6 (S1)-LS,1,LS 54,9.8
TOYOTA 8A6 (S1)-LS,1,LS 88,6
TOYOTA 8A6 (S1)-LS,1,LS 90,4.6
TOYOTA 313 (S1)-LS,1,LS 74,45.1
TOYOTA 313 (S1)-LS,1,LS 88,19.3
TOYOTA 313 (S1)-LS,1,LS 85,15.5
TOYOTA 313 (S1)-LS,1,LS 25,15.3
TOYOTA 313 (S1)-LS,1,LS 90,4.8
TOYOTA 4L3 (S1)-LS,1,LS 25,51.3
TOYOTA 4L3 (S1)-LS,1,LS 77,20.2
TOYOTA 4L3 (S1)-LS,1,LS 88,18.2
TOYOTA 4L3 (S1)-LS,1,LS 99,8.5
TOYOTA 4L3 (S1)-LS,1,LS 66,1.8
TOYOTA 81U (S1)-LS,1,LS 74,46.8
TOYOTA 81U (S1)-LS,1,LS 86,35.6
TOYOTA 81U (S1)-LS,1,LS 82,11.5
TOYOTA 81U (S1)-LS,1,LS 90,4.7
TOYOTA 81U (S1)-LS,1,LS 20,1.4
TOYOTA 398 (S1)-LS,1,LS 88,41.2
TOYOTA 398 (S1)-LS,1,LS 77,25.6
TOYOTA 398 (S1)-LS,1,LS 99,22.5
TOYOTA 398 (S1)-LS,1,LS 20,7.6
TOYOTA 398 (S1)-LS,1,LS 74,3.1
TOYOTA 5B9 (S1)-LS,1,LS 90,54.6
TOYOTA 5B9 (S1)-LS,1,LS 61,36.8
TOYOTA 5B9 (S1)-LS,1,LS 79,4.4
TOYOTA 5B9 (S1)-LS,1,LS 59,4.2
TOYOTA 3E6 (S1)-LS,1,LS 74,44.9
TOYOTA 3E6 (S1)-LS,1,LS 86,34.3
TOYOTA 3E6 (S1)-LS,1,LS 82,13.7
TOYOTA 3E6 (S1)-LS,1,LS 90,5.5
TOYOTA 3E6 (S1)-LS,1,LS 20,1.6
TOYOTA 8W5 (S1)-LS,1,LS 90,94.4
TOYOTA 8W5 (S1)-LS,1,LS 44,2.6
TOYOTA 8W5 (S1)-LS,1,LS 67,1.9
TOYOTA 8W5 (S1)-LS,1,LS 40,1.1
TOYOTA 4K3 (S1)-LS,1,LS 25,55
TOYOTA 4K3 (S1)-LS,1,LS 77,22.5
TOYOTA 4K3 (S1)-LS,1,LS 67,21.1
TOYOTA 4K3 (S1)-LS,1,LS 66,1.4
TOYOTA 4W6 (S1)-LS,1,LS 90,50.6
TOYOTA 4W6 (S1)-LS,1,LS 25,43.2
TOYOTA 4W6 (S1)-LS,1,LS 77,4.1
TOYOTA 4W6 (S1)-LS,1,LS 62,2.1
TOYOTA 190 (S1)-LS,1,LS 25,87.4
TOYOTA 190 (S1)-LS,1,LS 90,8.2
TOYOTA 190 (S1)-LS,1,LS 30,2.3
TOYOTA 190 (S1)-LS,1,LS 44,2.1
TOYOTA 3E9 (S1)-LS,1,LS 86,76.4
TOYOTA 3E9 (S1)-LS,1,LS 99,16.3
TOYOTA 3E9 (S1)-LS,1,LS 74,4.5
TOYOTA 3E9 (S1)-LS,1,LS 25,2.8
TOYOTA 3E8 (S1)-LS,1,LS 88,54.7
TOYOTA 3E8 (S1)-LS,1,LS 25,27.4
TOYOTA 3E8 (S1)-LS,1,LS 77,11.9
TOYOTA 3E8 (S1)-LS,1,LS 99,6
TOYOTA 16U (S1)-LS,1,LS 90,97.2
TOYOTA 16U (S1)-LS,1,LS 49,2
TOYOTA 16U (S1)-LS,1,LS 67,0.5
TOYOTA 16U (S1)-LS,1,LS 20,0.3
TOYOTA 055 (S1)-LS,1,LS 90,94.2
TOYOTA 055 (S1)-LS,1,LS 59,2.4
TOYOTA 055 (S1)-LS,1,LS 20,1.7
TOYOTA 055 (S1)-LS,1,LS 67,1.7
TOYOTA 4V9 (S1)-LS,1,LS 90,93.6
TOYOTA 4V9 (S1)-LS,1,LS 67,3.7
TOYOTA 4V9 (S1)-LS,1,LS 79,1.9
TOYOTA 4V9 (S1)-LS,1,LS 20,0.8
TOYOTA 1545 (S1)-LS,1,LS 90,90.8
TOYOTA 1545 (S1)-LS,1,LS 79,6.7
TOYOTA 1545 (S1)-LS,1,LS 62,1.6
TOYOTA 1545 (S1)-LS,1,LS 20,0.6
TOYOTA 1545 (S1)-LS,1,LS 66,0.3
TOYOTA 5B7 (S1)-LS,1,LS 90,54.6
TOYOTA 5B7 (S1)-LS,1,LS 61,44
TOYOTA 5B7 (S1)-LS,1,LS 29,0.8
TOYOTA 5B7 (S1)-LS,1,LS 59,0.6
TOYOTA 8M4 (S1)-LS,1,LS 44,52
TOYOTA 8M4 (S1)-LS,1,LS 40,34.1
TOYOTA 8M4 (S1)-LS,1,LS 85,9.7
TOYOTA 8M4 (S1)-LS,1,LS 90,3.3
TOYOTA 8M4 (S1)-LS,1,LS 25,0.9
TOYOTA 4H8 (S1)-LS,1,LS 90,95.3
TOYOTA 4H8 (S1)-LS,1,LS 67,4
TOYOTA 4H8 (S1)-LS,1,LS 20,0.5
TOYOTA 4H8 (S1)-LS,1,LS 61,0.2
TOYOTA 9J7 (S1)-LS,1,LS 90,49.2
TOYOTA 9J7 (S1)-LS,1,LS 61,33.8
TOYOTA 9J7 (S1)-LS,1,LS 54,14.9
TOYOTA 9J7 (S1)-LS,1,LS 56,2.1
TOYOTA 8W2 (S1)-LS,1,LS 90,42.8
TOYOTA 8W2 (S1)-LS,1,LS 25,27.5
TOYOTA 8W2 (S1)-LS,1,LS 44,19
TOYOTA 8W2 (S1)-LS,1,LS 30,8.9
TOYOTA 8W2 (S1)-LS,1,LS 46,1.8
TOYOTA 3F4 (S1)-LS,1,LS 77,41.1
TOYOTA 3F4 (S1)-LS,1,LS 86,22.6
TOYOTA 3F4 (S1)-LS,1,LS 74,16
TOYOTA 3F4 (S1)-LS,1,LS 82,15.1
TOYOTA 3F4 (S1)-LS,1,LS 90,5.2
TOYOTA 3L2 (S1)-LS,1,LS 88,44.1
TOYOTA 3L2 (S1)-LS,1,LS 82,42.4
TOYOTA 3L2 (S1)-LS,1,LS 99,10
TOYOTA 3L2 (S1)-LS,1,LS 20,2.1
TOYOTA 3L2 (S1)-LS,1,LS 74,1.4
TOYOTA KJF (S1)-LS,1,LS 86,61
TOYOTA KJF (S1)-LS,1,LS 82,23.9
TOYOTA KJF (S1)-LS,1,LS 74,13.3
TOYOTA KJF (S1)-LS,1,LS 25,1.8
TOYOTA 3H7 (S1)-LS,1,LS 82,64.3
TOYOTA 3H7 (S1)-LS,1,LS 86,17.2
TOYOTA 3H7 (S1)-LS,1,LS 77,10.4
TOYOTA 3H7 (S1)-LS,1,LS 90,6.6
TOYOTA 3H7 (S1)-LS,1,LS 20,1.5
TOYOTA 3U0 (S1)-LS,1,LS 86,42.9
TOYOTA 3U0 (S1)-LS,1,LS 82,29.3
TOYOTA 3U0 (S1)-LS,1,LS 20,11.3
TOYOTA 3U0 (S1)-LS,1,LS 85,9.4
TOYOTA 3U0 (S1)-LS,1,LS 90,4.7
TOYOTA 3U0 (S1)-LS,1,LS 88,2.4
TOYOTA 3P0 (S1)-LS,1,LS 82,49
TOYOTA 3P0 (S1)-LS,1,LS 86,44.5
TOYOTA 3P0 (S1)-LS,1,LS 90,5.8
TOYOTA 3P0 (S1)-LS,1,LS 20,0.7
TOYOTA 557 (S1)-LS,1,LS 90,83.7
TOYOTA 557 (S1)-LS,1,LS 67,12.8
TOYOTA 557 (S1)-LS,1,LS 20,1.8
TOYOTA 557 (S1)-LS,1,LS 61,1.4
TOYOTA 557 (S1)-LS,1,LS 77,0.3
TOYOTA 053 (S1)-LS,1,LS 90,90.2
TOYOTA 053 (S1)-LS,1,LS 79,5.8
TOYOTA 053 (S1)-LS,1,LS 67,2.9
TOYOTA 053 (S1)-LS,1,LS 25,1.1
TOYOTA 939 (S1)-LS,1,LS 90,61.6
TOYOTA 939 (S1)-LS,1,LS 44,18.2
TOYOTA 939 (S1)-LS,1,LS 85,16.4
TOYOTA 939 (S1)-LS,1,LS 74,3.8
TOYOTA 4M5 (S1)-LS,1,LS 90,56.1
TOYOTA 4M5 (S1)-LS,1,LS 67,23.1
TOYOTA 4M5 (S1)-LS,1,LS 25,17
TOYOTA 4M5 (S1)-LS,1,LS 77,3.8
TOYOTA 3U1 (S1)-LS,1,LS 85,43
TOYOTA 3U1 (S1)-LS,1,LS 88,23.6
TOYOTA 3U1 (S1)-LS,1,LS 86,14.7
TOYOTA 3U1 (S1)-LS,1,LS 77,10.2
TOYOTA 3U1 (S1)-LS,1,LS 90,5.7
TOYOTA 3U1 (S1)-LS,1,LS 25,2.8
TOYOTA M7Y (S1)-LS,1,LS 82,65.3
TOYOTA M7Y (S1)-LS,1,LS 88,18.2
TOYOTA M7Y (S1)-LS,1,LS 74,10.2
TOYOTA M7Y (S1)-LS,1,LS 90,4.5
TOYOTA M7Y (S1)-LS,1,LS 25,1.8
TOYOTA 3L5 (S1)-LS,1,LS 82,65.3
TOYOTA 3L5 (S1)-LS,1,LS 86,23.3
TOYOTA 3L5 (S1)-LS,1,LS 90,6.4
TOYOTA 3L5 (S1)-LS,1,LS 77,3.6
TOYOTA 3L5 (S1)-LS,1,LS 20,1.4
TOYOTA 681 (S1)-LS,1,LS 67,55.5
TOYOTA 681 (S1)-LS,1,LS 54,35.2
TOYOTA 681 (S1)-LS,1,LS 44,3.9
TOYOTA 681 (S1)-LS,1,LS 90,3.3
TOYOTA 681 (S1)-LS,1,LS 61,2.1
TOYOTA 8E2 (S1)-LS,1,LS 44,40.9
TOYOTA 8E2 (S1)-LS,1,LS 25,37.9
TOYOTA 8E2 (S1)-LS,1,LS 30,12.6
TOYOTA 8E2 (S1)-LS,1,LS 90,8.6
TOYOTA 947 (S1)-LS,1,LS 90,90.4
TOYOTA 947 (S1)-LS,1,LS 49,8.4
TOYOTA 947 (S1)-LS,1,LS 85,0.7
TOYOTA 947 (S1)-LS,1,LS 67,0.5
TOYOTA 898 (S1)-LS,1,LS 40,69.9
TOYOTA 898 (S1)-LS,1,LS 25,12.2
TOYOTA 898 (S1)-LS,1,LS 90,9.8
TOYOTA 898 (S1)-LS,1,LS 46,6.1
TOYOTA 898 (S1)-LS,1,LS 30,2
TOYOTA 803 (S1)-LS,1,LS 46,56.8
TOYOTA 803 (S1)-LS,1,LS 90,33.5
TOYOTA 803 (S1)-LS,1,LS 54,8.1
TOYOTA 803 (S1)-LS,1,LS 25,1.6
TOYOTA 4W2 (S1)-LS,1,LS 61,39.4
TOYOTA 4W2 (S1)-LS,1,LS 74,25.9
TOYOTA 4W2 (S1)-LS,1,LS 90,16.2
TOYOTA 4W2 (S1)-LS,1,LS 82,16.1
TOYOTA 4W2 (S1)-LS,1,LS 20,2.4
TOYOTA 3E7 (S1)-LS,1,LS 77,42.9
TOYOTA 3E7 (S1)-LS,1,LS 86,29.1
TOYOTA 3E7 (S1)-LS,1,LS 74,13
TOYOTA 3E7 (S1)-LS,1,LS 82,11.2
TOYOTA 3E7 (S1)-LS,1,LS 90,3.8
TOYOTA 3J4 (S1)-LS,1,LS 62,31.8
TOYOTA 3J4 (S1)-LS,1,LS 66,27.6
TOYOTA 3J4 (S1)-LS,1,LS 74,25.9
TOYOTA 3J4 (S1)-LS,1,LS 90,10.3
TOYOTA 3J4 (S1)-LS,1,LS 20,2.9
TOYOTA 3J4 (S1)-LS,1,LS 77,1.5
TOYOTA 653 (S1)-LS,1,LS 25,28
TOYOTA 653 (S1)-LS,1,LS 62,25.9
TOYOTA 653 (S1)-LS,1,LS 74,16.9
TOYOTA 653 (S1)-LS,1,LS 66,15.2
TOYOTA 653 (S1)-LS,1,LS 90,14
TOYOTA 41U (S1)-LS,1,LS 25,94.7
TOYOTA 41U (S1)-LS,1,LS 99,5.3
TOYOTA 4E4 (S1)-LS,1,LS 90,65.5
TOYOTA 4E4 (S1)-LS,1,LS 67,29.1
TOYOTA 4E4 (S1)-LS,1,LS 25,4.3
TOYOTA 4E4 (S1)-LS,1,LS 77,1.1
TOYOTA 599 (S1)-LS,1,LS 90,83.1
TOYOTA 599 (S1)-LS,1,LS 79,12.2
TOYOTA 599 (S1)-LS,1,LS 61,3.3
TOYOTA 599 (S1)-LS,1,LS 20,1.4
TOYOTA 3F3 (S1)-LS,1,LS 82,47
TOYOTA 3F3 (S1)-LS,1,LS 74,18.3
TOYOTA 3F3 (S1)-LS,1,LS 77,17
TOYOTA 3F3 (S1)-LS,1,LS 88,13.1
TOYOTA 3F3 (S1)-LS,1,LS 90,4.6
TOYOTA 373 (S1)-LS,1,LS 86,58.6
TOYOTA 373 (S1)-LS,1,LS 77,23.5
TOYOTA 373 (S1)-LS,1,LS 99,10.8
TOYOTA 373 (S1)-LS,1,LS 74,7.1
TOYOTA 3M7 (S1)-LS,1,LS 86,46.6
TOYOTA 3M7 (S1)-LS,1,LS 82,26.5
TOYOTA 3M7 (S1)-LS,1,LS 90,22.1
TOYOTA 3M7 (S1)-LS,1,LS 66,2.9
TOYOTA 3M7 (S1)-LS,1,LS 20,1.9
TOYOTA 9K6 (S1)-LS,1,LS 85,47.4
TOYOTA 9K6 (S1)-LS,1,LS 62,37
TOYOTA 9K6 (S1)-LS,1,LS 67,8.8
TOYOTA 9K6 (S1)-LS,1,LS 74,5.5
TOYOTA 9K6 (S1)-LS,1,LS 20,1.3
TOYOTA 6R7 (S1)-LS,1,LS 67,68.9
TOYOTA 6R7 (S1)-LS,1,LS 54,12.6
TOYOTA 6R7 (S1)-LS,1,LS 20,9.8
TOYOTA 6R7 (S1)-LS,1,LS 90,7.3
TOYOTA 6R7 (S1)-LS,1,LS 61,1.4
TOYOTA 6Q5 (S1)-LS,1,LS 90,74
TOYOTA 6Q5 (S1)-LS,1,LS 67,14.6
TOYOTA 6Q5 (S1)-LS,1,LS 44,9.2
TOYOTA 6Q5 (S1)-LS,1,LS 25,2.2
TOYOTA 8M1 (S1)-LS,1,LS 90,86.8
TOYOTA 8M1 (S1)-LS,1,LS 85,6.9
TOYOTA 8M1 (S1)-LS,1,LS 44,6.3
TOYOTA 6A9 (S1)-LS,1,LS 67,59.9
TOYOTA 6A9 (S1)-LS,1,LS 56,30.4
TOYOTA 6A9 (S1)-LS,1,LS 90,8.5
TOYOTA 6A9 (S1)-LS,1,LS 20,1.2
TOYOTA 4C6 (S1)-LS,1,LS 90,87.1
TOYOTA 4C6 (S1)-LS,1,LS 67,8.9
TOYOTA 4C6 (S1)-LS,1,LS 79,2.3
TOYOTA 4C6 (S1)-LS,1,LS 25,1.7
TOYOTA 6H9 (S1)-LS,1,LS 67,45.5
TOYOTA 6H9 (S1)-LS,1,LS 90,29.4
TOYOTA 6H9 (S1)-LS,1,LS 25,22.9
TOYOTA 6H9 (S1)-LS,1,LS 54,2.2
TOYOTA 571 (S1)-LS,1,LS 90,62
TOYOTA 571 (S1)-LS,1,LS 61,17.9
TOYOTA 571 (S1)-LS,1,LS 67,11.5
TOYOTA 571 (S1)-LS,1,LS 62,8.6
TOYOTA 546 (S1)-LS,1,LS 90,56.5
TOYOTA 546 (S1)-LS,1,LS 67,25.8
TOYOTA 546 (S1)-LS,1,LS 61,16.1
TOYOTA 546 (S1)-LS,1,LS 25,1.6
TOYOTA 558 (S1)-LS,1,LS 90,47.2
TOYOTA 558 (S1)-LS,1,LS 62,32.2
TOYOTA 558 (S1)-LS,1,LS 67,16.5
TOYOTA 558 (S1)-LS,1,LS 74,2.9
TOYOTA 558 (S1)-LS,1,LS 20,1.2
TOYOTA 576 (S1)-LS,1,LS 90,45.4
TOYOTA 576 (S1)-LS,1,LS 62,39.7
TOYOTA 576 (S1)-LS,1,LS 67,11.3
TOYOTA 576 (S1)-LS,1,LS 66,2.8
TOYOTA 576 (S1)-LS,1,LS 20,0.8
TOYOTA 358 (S1)-LS,1,LS 67,76.5
TOYOTA 358 (S1)-LS,1,LS 74,10.8
TOYOTA 358 (S1)-LS,1,LS 61,5.4
TOYOTA 358 (S1)-LS,1,LS 90,4.1
TOYOTA 358 (S1)-LS,1,LS 66,3.2
TOYOTA 3A7 (S1)-LS,1,LS 74,60.5
TOYOTA 3A7 (S1)-LS,1,LS 85,23.8
TOYOTA 3A7 (S1)-LS,1,LS 25,11.3
TOYOTA 3A7 (S1)-LS,1,LS 90,4.2
TOYOTA 3A7 (S1)-LS,1,LS 69,0.2
TOYOTA 391 (S1)-LS,1,LS 74,45.7
TOYOTA 391 (S1)-LS,1,LS 86,22.2
TOYOTA 391 (S1)-LS,1,LS 82,18.3
TOYOTA 391 (S1)-LS,1,LS 90,8.7
TOYOTA 391 (S1)-LS,1,LS 20,5.1
TOYOTA 3D7 (S1)-LS,1,LS 86,49
TOYOTA 3D7 (S1)-LS,1,LS 82,21.9
TOYOTA 3D7 (S1)-LS,1,LS 77,18.7
TOYOTA 3D7 (S1)-LS,1,LS 74,5.3
TOYOTA 3D7 (S1)-LS,1,LS 90,5.1
TOYOTA L33 (S1)-LS,1,LS 74,35.2
TOYOTA L33 (S1)-LS,1,LS 86,33.6
TOYOTA L33 (S1)-LS,1,LS 82,18.2
TOYOTA L33 (S1)-LS,1,LS 90,9.9
TOYOTA L33 (S1)-LS,1,LS 25,3.1
TOYOTA 9K1 (S1)-LS,1,LS 90,92.8
TOYOTA 9K1 (S1)-LS,1,LS 59,4.6
TOYOTA 9K1 (S1)-LS,1,LS 61,1.7
TOYOTA 9K1 (S1)-LS,1,LS 20,0.9
TOYOTA 9K2 (S1)-LS,1,LS 25,46.5
TOYOTA 9K2 (S1)-LS,1,LS 90,24.6
TOYOTA 9K2 (S1)-LS,1,LS 54,18
TOYOTA 9K2 (S1)-LS,1,LS 61,5.6
TOYOTA 9K2 (S1)-LS,1,LS 62,5.3
TOYOTA 6L4 (S1)-LS,1,LS 67,36.6
TOYOTA 6L4 (S1)-LS,1,LS 90,34.8
TOYOTA 6L4 (S1)-LS,1,LS 25,16.6
TOYOTA 6L4 (S1)-LS,1,LS 61,8.7
TOYOTA 6L4 (S1)-LS,1,LS 56,3.3
TOYOTA 059 (S1)-LS,1,LS 90,95.5
TOYOTA 059 (S1)-LS,1,LS 20,4.5
TOYOTA 8L0 (S1)-LS,1,LS 90,95.9
TOYOTA 8L0 (S1)-LS,1,LS 20,2.6
TOYOTA 8L0 (S1)-LS,1,LS 44,0.8
TOYOTA 8L0 (S1)-LS,1,LS 85,0.7
TOYOTA 8H9 (S1)-LS,1,LS 90,94.4
TOYOTA 8H9 (S1)-LS,1,LS 54,2.3
TOYOTA 8H9 (S1)-LS,1,LS 44,2
TOYOTA 8H9 (S1)-LS,1,LS 20,1.3
TOYOTA 8X0 (S1)-LS,1,LS 90,54.2
TOYOTA 8X0 (S1)-LS,1,LS 25,27.3
TOYOTA 8X0 (S1)-LS,1,LS 44,10.9
TOYOTA 8X0 (S1)-LS,1,LS 30,7.6
TOYOTA 9K3 (S1)-LS,1,LS 90,51.6
TOYOTA 9K3 (S1)-LS,1,LS 44,22.7
TOYOTA 9K3 (S1)-LS,1,LS 25,21
TOYOTA 9K3 (S1)-LS,1,LS 30,4.7
TOYOTA 9J5 (S1)-LS,1,LS 90,83.9
TOYOTA 9J5 (S1)-LS,1,LS 56,7.7
TOYOTA 9J5 (S1)-LS,1,LS 44,7.1
TOYOTA 9J5 (S1)-LS,1,LS 20,1.3
TOYOTA 766 (S1)-LS,1,LS 90,61
TOYOTA 766 (S1)-LS,1,LS 56,23.5
TOYOTA 766 (S1)-LS,1,LS 44,15.5
TOYOTA 6Q6 (S1)-LS,1,LS 90,87.6
TOYOTA 6Q6 (S1)-LS,1,LS 49,6.4
TOYOTA 6Q6 (S1)-LS,1,LS 56,2.9
TOYOTA 6Q6 (S1)-LS,1,LS 67,1.7
TOYOTA 6Q6 (S1)-LS,1,LS 20,1.4
TOYOTA W19 (S1)-LS,1,LS 90,93.1
TOYOTA W19 (S1)-LS,1,LS 49,3.3
TOYOTA W19 (S1)-LS,1,LS 67,1.9
TOYOTA W19 (S1)-LS,1,LS 20,1.7
TOYOTA 001 (S1)-LS,1,LS 90,91.7
TOYOTA 001 (S1)-LS,1,LS 67,6.1
TOYOTA 001 (S1)-LS,1,LS 61,1.1
TOYOTA 001 (S1)-LS,1,LS 20,1.1
TOYOTA 067 (S1)-LS,1,LS 90,95.9
TOYOTA 067 (S1)-LS,1,LS 67,3.3
TOYOTA 067 (S1)-LS,1,LS 20,0.4
TOYOTA 067 (S1)-LS,1,LS 59,0.4
TOYOTA Y75S (S1)-LS,1,LS 90,94
TOYOTA Y75S (S1)-LS,1,LS 67,3.5
TOYOTA Y75S (S1)-LS,1,LS 20,1.9
TOYOTA Y75S (S1)-LS,1,LS 79,0.6
TOYOTA 004 (S1)-LS,1,LS 90,94.8
TOYOTA 004 (S1)-LS,1,LS 67,3.5
TOYOTA 004 (S1)-LS,1,LS 20,1.7
TOYOTA 060 (S1)-LS,1,LS 90,96.3
TOYOTA 060 (S1)-LS,1,LS 67,2.1
TOYOTA 060 (S1)-LS,1,LS 20,1.1
TOYOTA 060 (S1)-LS,1,LS 79,0.5
TOYOTA 043 (S1)-LS,1,LS 90,97.5
TOYOTA 043 (S1)-LS,1,LS 29,1.3
TOYOTA 043 (S1)-LS,1,LS 79,0.9
TOYOTA 043 (S1)-LS,1,LS 67,0.3
TOYOTA 041 (S1)-LS,1,LS 90,96.7
TOYOTA 041 (S1)-LS,1,LS 59,1.6
TOYOTA 041 (S1)-LS,1,LS 67,0.9
TOYOTA 041 (S1)-LS,1,LS 20,0.8
TOYOTA 577 (S1)-LS,1,LS 67,69.4
TOYOTA 577 (S1)-LS,1,LS 90,16.5
TOYOTA 577 (S1)-LS,1,LS 79,10.3
TOYOTA 577 (S1)-LS,1,LS 59,3.8
TOYOTA 560 (S1)-LS,1,LS 90,81.7
TOYOTA 560 (S1)-LS,1,LS 67,11.2
TOYOTA 560 (S1)-LS,1,LS 61,6.1
TOYOTA 560 (S1)-LS,1,LS 20,0.5
TOYOTA 560 (S1)-LS,1,LS 77,0.5
TOYOTA 763 (S1)-LS,1,LS 90,39.1
TOYOTA 763 (S1)-LS,1,LS 54,37.5
TOYOTA 763 (S1)-LS,1,LS 44,19.6
TOYOTA 763 (S1)-LS,1,LS 25,3.3
TOYOTA 763 (S1)-LS,1,LS 61,0.5
TOYOTA 532 (S1)-LS,1,LS 67,87.7
TOYOTA 532 (S1)-LS,1,LS 90,5.8
TOYOTA 532 (S1)-LS,1,LS 62,3.9
TOYOTA 532 (S1)-LS,1,LS 56,1.4
TOYOTA 532 (S1)-LS,1,LS 20,1.2
TOYOTA 541 (S1)-LS,1,LS 90,44.5
TOYOTA 541 (S1)-LS,1,LS 62,28.3
TOYOTA 541 (S1)-LS,1,LS 67,24.9
TOYOTA 541 (S1)-LS,1,LS 59,2.3
NISSAN YC (S1)-LS,1,LS 25,95.7
NISSAN YC (S1)-LS,1,LS 99,3.4
NISSAN YC (S1)-LS,1,LS 77,0.9
NISSAN 333 (S1)-LS,1,LS 90,54
NISSAN 333 (S1)-LS,1,LS 62,34.3
NISSAN 333 (S1)-LS,1,LS 66,7.7
NISSAN 333 (S1)-LS,1,LS 20,2.8
NISSAN 333 (S1)-LS,1,LS 77,1.2
NISSAN EH3 (S1)-LS,1,LS 67,47.1
NISSAN EH3 (S1)-LS,1,LS 90,38.5
NISSAN EH3 (S1)-LS,1,LS 59,8.6
NISSAN EH3 (S1)-LS,1,LS 20,5.8
NISSAN KK9 (S1)-LS,1,LS 25,51.2
NISSAN KK9 (S1)-LS,1,LS 90,29.6
NISSAN KK9 (S1)-LS,1,LS 67,14.6
NISSAN KK9 (S1)-LS,1,LS 77,4.6
NISSAN KK8 (S1)-LS,1,LS 25,48.4
NISSAN KK8 (S1)-LS,1,LS 90,29.9
NISSAN KK8 (S1)-LS,1,LS 67,11.2
NISSAN KK8 (S1)-LS,1,LS 46,5.7
NISSAN KK8 (S1)-LS,1,LS 54,4.8
NISSAN QP2 (S1)-LS,1,LS 90,85
NISSAN QP2 (S1)-LS,1,LS 67,10.9
NISSAN QP2 (S1)-LS,1,LS 40,2.3
NISSAN QP2 (S1)-LS,1,LS 20,1.8
NISSAN JK2 (S1)-LS,1,LS 90,64.1
NISSAN JK2 (S1)-LS,1,LS 67,18.2
NISSAN JK2 (S1)-LS,1,LS 56,10.3
NISSAN JK2 (S1)-LS,1,LS 25,7.4
NISSAN WHI (S1)-LS,1,LS 90,90.3
NISSAN WHI (S1)-LS,1,LS 69,7
NISSAN WHI (S1)-LS,1,LS 49,1.8
NISSAN WHI (S1)-LS,1,LS 20,0.9
NISSAN G57 (S1)-LS,1,LS 90,75.1
NISSAN G57 (S1)-LS,1,LS 25,11.1
NISSAN G57 (S1)-LS,1,LS 67,10.1
NISSAN G57 (S1)-LS,1,LS 20,3.7
NISSAN DV0 (S1)-LS,1,LS 54,45.2
NISSAN DV0 (S1)-LS,1,LS 56,23.1
NISSAN DV0 (S1)-LS,1,LS 67,18.7
NISSAN DV0 (S1)-LS,1,LS 25,13
NISSAN 758 (S1)-LS,1,LS 90,47
NISSAN 758 (S1)-LS,1,LS 54,23.5
NISSAN 758 (S1)-LS,1,LS 61,21.1
NISSAN 758 (S1)-LS,1,LS 25,8.4
NISSAN 111 (S1)-LS,1,LS 44,54.7
NISSAN 111 (S1)-LS,1,LS 99,21.7
NISSAN 111 (S1)-LS,1,LS 25,14.6
NISSAN 111 (S1)-LS,1,LS 30,9
NISSAN TJ0 (S1)-LS,1,LS 99,33.4
NISSAN TJ0 (S1)-LS,1,LS 44,32.7
NISSAN TJ0 (S1)-LS,1,LS 25,27.7
NISSAN TJ0 (S1)-LS,1,LS 88,6.2
NISSAN AK4 (S1)-LS,1,LS 20,46.7
NISSAN AK4 (S1)-LS,1,LS 88,36.1
NISSAN AK4 (S1)-LS,1,LS 77,13.3
NISSAN AK4 (S1)-LS,1,LS 99,3.9
NISSAN CJ4 (S1)-LS,1,LS 25,51.7
NISSAN CJ4 (S1)-LS,1,LS 67,29.5
NISSAN CJ4 (S1)-LS,1,LS 77,10.3
NISSAN CJ4 (S1)-LS,1,LS 90,8.5
NISSAN AH6 (S1)-LS,1,LS 25,62.3
NISSAN AH6 (S1)-LS,1,LS 67,18
NISSAN AH6 (S1)-LS,1,LS 77,11.9
NISSAN AH6 (S1)-LS,1,LS 90,7.8
NISSAN AG64 (S1)-LS,1,LS 25,64
NISSAN AG64 (S1)-LS,1,LS 90,18.4
NISSAN AG64 (S1)-LS,1,LS 67,11
NISSAN AG64 (S1)-LS,1,LS 49,6.6
NISSAN K55 (S1)-LS,1,LS 25,57.6
NISSAN K55 (S1)-LS,1,LS 90,42.4
NISSAN KJ0 (S1)-LS,1,LS 90,94.4
NISSAN KJ0 (S1)-LS,1,LS 25,4
NISSAN KJ0 (S1)-LS,1,LS 44,1
