SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Coarseness
AUDI LJ1Z (S1),AUDI,LJ1Z,PLUTOGELB MET,Medium
AUDI LY3T (S1),AUDI,LY3T,CATALUNYAROT MET,Fine
AUDI L0S1 (S1),AUDI,L0S1,GIALLO INTI PEARL,Fine
AUDI LR5Q (S1),AUDI,LR5Q,PETROLEUM BLUE MET,Medium
AUDI L3DA (S1),AUDI,L3DA,PLATINUMGRAU MET,Medium
AUDI LR1X (S1),AUDI,LR1X,KURKUMAGELB MET,Medium
AUDI LU9E (S1),AUDI,LU9E,ARCTIC WHITE,Fine
AUDI LA8T (S1),AUDI,LA8T,MISTER COPPA MET,Medium
AUDI LB7P (S1),AUDI,LB7P,PORPOISE GREY MET,Medium
AUDI LX5C (S1),AUDI,LX5C,EXPLORE BLUE MET,Coarse
AUDI LT8T (S1),AUDI,LT8T,COPPER BRONZE MET,Medium
AUDI LC6A (S1),AUDI,LC6A,LIGHT MINT MET,Medium
AUDI LTB2 (S1),AUDI,LTB2,SELENITSILBER MET MATT,Medium
AUDI LX6R (S1),AUDI,LX6R,SONOMAGRUEN PERLEFFEKT,Fine
AUDI LMX3 (S1),AUDI,LMX3,KUEHLERGRAU MET MATT,Extra Coarse
AUDI LX1W (S1),AUDI,LX1W,PYTHONGELB MET,Fine
AUDI LD6J (S1),AUDI,LD6J,VISUAL GREEN MET,Fine
AUDI L0L6 (S1),AUDI,L0L6,VERDE MANTIS PERLEFFEKT,Fine
AUDI LA4B (S1),AUDI,LA4B,VIBRANT VIOLET MET,Medium
AUDI LR8Z (S1),AUDI,LR8Z,WALNUT BROWN MET,Coarse
AUDI LU4A (S1),AUDI,LU4A,MELANZANI RED MET,Medium
AUDI LN5K (S1),AUDI,LN5K,RAVENNABLAU PEARL MET MATT,Coarse
AUDI L1H7 (S1),AUDI,L1H7,TITANIUM MET MATT,Coarse
AUDI LH5S (S1),AUDI,LH5S,IRISCHBLAU,Fine
AUDI LZ1S (S1),AUDI,LZ1S,STAR FRUIT YELLOW MET,Medium
DAIHATSU G61 (S1),DAIHATSU,G61,CERAMIC GREEN METALLIC,Fine
DAIHATSU R73 (S1),DAIHATSU,R73,JUICY PINK METALLIC,Fine
RENAULT 205.338 (S1),RENAULT,205.338,CHROME MET MAT,Medium
AUDI LY4D (S1),AUDI,LY4D,RADIANCE VIOLET,Medium
CHRYSLER PTE- (S1),CHRYSLER,PTE,LIGHT TOFFEE SILVER MET,Medium
CHRYSLER 606 (S1),CHRYSLER,606,SNAZZBERRY PEARL,Medium
CHRYSLER P82- (S1),CHRYSLER,P82,RANGER GREEN,Fine
CHRYSLER P25 (S1),CHRYSLER,P25,BRAZILIAN POST YELLOW,Fine
CHRYSLER P49 (S1),CHRYSLER,P49,REPUBLIC SERVICES BLUE,Fine
CHRYSLER LBY (S1),CHRYSLER,LBY,SHADOW BLUE PEARL,Medium
CHRYSLER 091B (S1),CHRYSLER,091B,GREEN MET MAT,Medium
CHRYSLER 019 (S1),CHRYSLER,019,TECHNO GREEN MET,Coarse
CHRYSLER 018 (S1),CHRYSLER,018,BLUE ITALIA PEARL,Coarse
DAIHATSU B84 (S1),DAIHATSU,B84,BLUE MET,#N/A
DAIHATSU S40 (S1),DAIHATSU,S40,GREY MET,#N/A
DAIHATSU G43 (S1),DAIHATSU,G43,YELLOW GREEN MICA MET,#N/A
DAIHATSU G63 (S1),DAIHATSU,G63,FOREST KHAKI METALLIC,#N/A
DAIHATSU B68 (S1),DAIHATSU,B68,DARK PURPLISH BLUE MICA,#N/A
DAIHATSU T20 (S1),DAIHATSU,T20,REDDISH BEIGE MICA MET,#N/A
RENAULT 083 (S1),RENAULT,083,BRUN ARABICA MET,#N/A
CHRYSLER P24 (S1),CHRYSLER,P24,AMAZON GREY,#N/A
GM WA334E (S1),GM,WA334E,OXFORD MET,Coarse
GM WA617D (S1),GM,WA617D,SEEKER METALLIC 1,Coarse
GM WA619D (S1),GM,WA619D,SOME KINDA BLUE MET,Coarse
GM WA627D (S1),GM,WA627D,OCONUS METALLIC,Medium
GM WA433C (S1),GM,WA433C,DYNASTY BLUE PEARL,Medium
GM WA624D (S1),GM,WA624D,STINGER MET,Coarse
GM WA480C (S1),GM,WA480C,PITCH DARK NIGHT PEARL,Coarse
GM WA328E (S1),GM,WA328E,DARKMOON BLUE MET,Medium
GM WA515B (S1),GM,WA515B,MINT MY MIND 2,Fine
DAIHATSU T34 (S1),DAIHATSU,T34,SAND BEIGE METALLIC,Fine
GM WA610G (S1),GM,WA610G,CANNON MET 1,Extra Coarse
GM WA625G (S1),GM,WA625G,AMPLIFY NON MET TINTCOAT 1,Fine
GM WA322E (S1),GM,WA322E,OASIS BLUE,Fine
GM WA444E (S1),GM,WA444E,AGATE RED MET 3,Medium
GM WA324E (S1),GM,WA324E,TIGERLILY MET,Medium
GM WA650G (S1),GM,WA650G,BLU-GLO MET 3,Coarse
GM WA611G (S1),GM,WA611G,BLUE GLO MET 1,Coarse
GM WA468B (S1),GM,WA468B,BLUE ME AWAY MET 2,Coarse
GM WA512Q (S1),GM,WA512Q,BLUESTREAM TINTCOAT MET,Medium
GM WA631D (S1),GM,WA631D,CARIBBEAN METALLIC,Coarse
GM WA698D (S1),GM,WA698D,CARIBBEAN METALLIC 3,Coarse
GM WA317E (S1),GM,WA317E,EMPIRE BEIGE MET,Medium
GM WA614D (S1),GM,WA614D,XENA METALLIC,Medium
GM WA182X (S1),GM,WA182X,CARRAGEEN PEARL,Medium
GM WA446C (S1),GM,WA446C,COPPERTINO METALLIC 3,Coarse
GM WA695D (S1),GM,WA695D,VIXEN METALLIC 3,Fine
GM WA316E (S1),GM,WA316E,BAE-GE METALLIC,Fine
GM WA623G (S1),GM,WA623G,HYPERSONIC MET 1,Coarse
GM WA620G (S1),GM,WA620G,CYPRESS MATTE MET 1,Coarse
GM WA619G (S1),GM,WA619G,CYPRESS METALLIC MET 1,Coarse
GM WA694D (S1),GM,WA694D,DARK SHADOW GREY MET 3,Extra Coarse
GM WA425E (S1),GM,WA425E,CHOCOLATTO MET 2,Extra Coarse
GM WA434E (S1),GM,WA434E,DARKMOON BLUE MET 3,Medium
GM WA333E (S1),GM,WA333E,DRAKE METALLIC,Extra Coarse
GM WA320E (S1),GM,WA320E,CHOCOLATTO MET,Extra Coarse
GM WA141H (S1),GM,WA141H,ZIGGY 1,Fine
GM WA527Y (S1),GM,WA527Y,PETRO BLUE MET,Medium
GM WA700S (S1),GM,WA700S,BLACK CARBON MET MAT,Coarse
GM WA506Q (S1),GM,WA506Q,GOLDSTREAM MET,Medium
GM WA615G (S1),GM,WA615G,GREIGE MET 1,Fine
GM WA656G (S1),GM,WA656G,VIVID MET 3,Medium
GM WA613G (S1),GM,WA613G,GALACTICA MET 1,Extra Coarse
GM WA437E (S1),GM,WA437E,WICKED MET 3,Coarse
GM WA424E (S1),GM,WA424E,KASMIR PEARL 3,Coarse
GM WA297F (S1),GM,WA297F,WONDERLAND MET 3,Fine
GM WA658G (S1),GM,WA658G,TERRITORY MET 3,Coarse
GM WA318E (S1),GM,WA318E,KASMIR MET,Coarse
GM WA326E (S1),GM,WA326E,ROWAN MET,Coarse
GM GS2 (S1),GM,GS2,SEEKER METALLIC 5,Coarse
GM WA429E (S1),GM,WA429E,ROWAN MET 3,Coarse
GM WA442E (S1),GM,WA442E,ZANZIBAR MET 3,Coarse
GM WA441E (S1),GM,WA441E,ZEUS METALLIC 3,Extra Coarse
GM WA417P (S1),GM,WA417P,KEVLAR GREY MET,Medium
GM WA244F (S1),GM,WA244F,WILDER METALLIC,Extra Coarse
GM WA501B (S1),GM,WA501B,SATIN STEEL GREY MET 4,Coarse
GM WA327E (S1),GM,WA327E,POW ZINGA MET,Coarse
GM WA627G (S1),GM,WA627G,TERRITORY MET 1,Coarse
GM WA618G (S1),GM,WA618G,RUSH MET 1,Coarse
GM WA661G (S1),GM,WA661G,SAND DUNE MET 1,Fine
GM WA628G (S1),GM,WA628G,TRIPP MET 1,Medium
GM WA423Y (S1),GM,WA423Y,JUNGLE FEVER MET,Coarse
GM WA621G (S1),GM,WA621G,NIMBUS MET 1,Fine
GM WA247F (S1),GM,WA247F,GREY GHOST MET 1,Coarse
GM WA249F (S1),GM,WA249F,RIFT METALLIC,Fine
AUDI LZ6E (S1),AUDI,LZ6E,TIEFGRUEN PERLEFFEKT,Medium
AUDI LN5Q (S1),AUDI,LN5Q,PETROLEUM BLUE MET MATT,Medium
PORSCHE M4W (S1),PORSCHE,M4W,PURPURIT METALLIC,Coarse
PORSCHE M5D (S1),PORSCHE,M5D,ENZIANBLAU MET,Coarse
PORSCHE M7P (S1),PORSCHE,M7P,DOLOMITSILBER MET,Fine
PORSCHE K5J (S1),PORSCHE,K5J,FROZENBLUE MET,Fine
PORSCHE R5E (S1),PORSCHE,R5E,NEPTUNBLAU,Fine
PORSCHE D5C (S1),PORSCHE,D5C,SHARKBLUE,Fine
PORSCHE M6C (S1),PORSCHE,M6C,PYTHONGRUEN,Fine
PORSCHE OP9 (S1),PORSCHE,OP9,AURUM MET MATT,Medium
PORSCHE M8P (S1),PORSCHE,M8P,TRÜFFELBRAUN MET,Fine
PORSCHE M8N (S1),PORSCHE,M8N,KUPFERRUBIN MET,Medium
PORSCHE M7M (S1),PORSCHE,M7M,SPORTGRAU MET,Fine
PORSCHE M7K (S1),PORSCHE,M7K,ARKTIKGRAU,Fine
PORSCHE M4B (S1),PORSCHE,M4B,STERNRUBIN NEO,Fine
PORSCHE M7N (S1),PORSCHE,M7N,EISGRAU MET,Fine
PORSCHE M1E (S1),PORSCHE,M1E,CALIFORNIAGELB,Fine
PORSCHE M6D (S1),PORSCHE,M6D,OLIVE NEO,Fine
PORSCHE L0T1 (S1),PORSCHE,L0T1,SAFRANGELB MET,Fine
PORSCHE M8K (S1),PORSCHE,M8K,CARAMELLO MET,Fine
PORSCHE M6E (S1),PORSCHE,M6E,OAKGRÜN MET NEO,Medium
PORSCHE G5D (S1),PORSCHE,G5D,MONTEGOBLAU MET,Medium
PORSCHE OU7 (S1),PORSCHE,OU7,PLATINSILBER MET,Medium
SEAT M5J (S1),SEAT,M5J,SAPHIRBLAU MET,Coarse
SEAT S3Q (S1),SEAT,S3Q,ROJO MONTSANT MET,Fine
SEAT UP7 (S1),SEAT,UP7,CONNECT BLUE PEARL MET MAT,Medium
SEAT F9X (S1),SEAT,F9X,CRYSTAL BLACK MET,Fine
SEAT W5L (S1),SEAT,W5L,MYSTERY BLUE MET,Medium
SEAT L8Z8 (S1),SEAT,L8Z8,BRILLANTSILBER MET,Medium
SEAT S6L (S1),SEAT,S6L,APPLE GREEN MET,Medium
SEAT C3J (S1),SEAT,C3J,MERLOT ROT MET,Fine
SEAT L67E (S1),SEAT,L67E,COSMOS GREY MET MATT,Medium
SEAT S7H (S1),SEAT,S7H,MAGNETIC TECH GREY,Coarse
SEAT W5S (S1),SEAT,W5S,AZUL PLANETA MET,Medium
SEAT L27A (S1),SEAT,L27A,CUP COPPER PEARL MET MAT,Medium
SEAT N7H (S1),SEAT,N7H,MAGNETIC TECH MATT,Coarse
SEAT S7G (S1),SEAT,S7G,GRAPHENE GREY,Fine
SEAT Q5C (S1),SEAT,Q5C,PETROL BLUE MATT,Medium
SEAT L1XZ (S1),SEAT,L1XZ,NEGRO,Extra Coarse
MINI C1V (S1),MINI,C1V,CHESTNUT,Fine
MINI C5H (S1),MINI,C5H,ZESTY YELLOW,Fine
MINI C3B (S1),MINI,C3B,BRITISH RACING GREEN IV PEARL,Medium
MINI C4N (S1),MINI,C4N,ENERGETIC YELLOW MET,Fine
MINI C2B (S1),MINI,C2B,DIGITAL BLUE MET,Medium
MINI C61 (S1),MINI,C61,PEARLY AQUA MET,Fine
MINI C77 (S1),MINI,C77,COPPER GREY MET,Medium
MINI C4R (S1),MINI,C4R,MIDNIGHT BLACK II,Fine
MINI C6P (S1),MINI,C6P,LEGEND GREY,Medium
MINI C5K (S1),MINI,C5K,MOMENTUM GREY MET,Fine
MINI C6X (S1),MINI,C6X,GLAZED WHITE UNI ROOF,Fine
MINI C6A (S1),MINI,C6A,NANUQ WHITE MET,Fine
MINI B35 (S1),MINI,B35,ORBITGRAU MET,Extra Coarse
ISUZU 558 (S1),ISUZU,558,RUBY RED MICA,Medium
ISUZU 529 (S1),ISUZU,529,TITANIUM SILVER METALLIC,Medium
ISUZU 568 (S1),ISUZU,568,MERCURY SILVER MET,Medium
ISUZU 936 (S1),ISUZU,936,STERLING SILVER MET,Coarse
ISUZU 508 (S1),ISUZU,508,EBONY BLACK 2 SOLID,Fine
JAGUAR LMO (S1),JAGUAR ,LMO,VAPOUR GREY MET,Medium
SAMSUNG NBE (S1),SAMSUNG,NBE,NEO BLACK PEARL,Coarse
ISUZU V46 (S1),ISUZU,V46,20 DK GRAY MET,Coarse
LADA 616 (S1),LADA,616,TAJFUN PEARL,Fine
LADA 507 (S1),LADA,507,TERRA PEARL MET,Medium
LADA 618 (S1),LADA,618,TECHNO MET,Coarse
KIA ABP (S1),KIA,ABP,AURORA BLACK PEARL,Fine
TOYOTA 218 (S1),TOYOTA,218,ATITUDE BLACK MICA,Fine
AUDI LZ9Y (S1),AUDI,LZ9Y,PHANTOMSCHWARZ PERLCOLOR,Medium
AUDI LZ9Y (S2),AUDI,LZ9Y,PHANTOMSCHWARZ PERLCOLOR,Medium
BMW 475 (S1),BMW,475,BLACKSAPPHIRE PERLCOLOR,Coarse
BMW 475 (S2),BMW,475,BLACKSAPPHIRE PERLCOLOR,Medium
BMW 475 (S3),BMW,475,BLACKSAPPHIRE PERLCOLOR,Medium
BMW 475 (S4),BMW,476,BLACKSAPPHIRE PERLCOLOR,Medium
TOYOTA 209 (S1),TOYOTA,209,BLACK MICA,Medium
TOYOTA 209 (S2),TOYOTA,209,BLACK MICA,Medium
TOYOTA 209 (S3),TOYOTA,209,BLACK MICA,Fine
TOYOTA 209 (S4),TOYOTA,209,BLACK MICA,Extra Coarse
AUDI LC9X (S1),AUDI,LC9X,DEEP BLACK PERLEFFEKT,Extra Coarse
NISSAN Z11 (S1),NISSAN,Z11,BLACK MET,Coarse
NISSAN Z11 (S2),NISSAN,Z11,BLACK MET,Extra Coarse
CITROEN KTV (S2),CITROEN,KTV,NOIR PERLA NERA NACRE,Fine
CITROEN KTV (S3),CITROEN,KTV,NOIR PERLA NERA NACRE,Fine
CITROEN KTV (S4),CITROEN,KTV,NOIR PERLA NERA NACRE,Fine
ISUZU 569 (S1),ISUZU,569,ONYX BLACK MICA,Fine
LADA 137 (S1),LADA,137,LAVA PEARL,Coarse
LADA 199 (S1),LADA,199,FRESH PEARL,Fine
LADA 366 (S1),LADA,366,LIME PEARL,Fine
LADA 248 (S1),LADA,248,AMBER PEARL MET,Medium
LADA 283 (S1),LADA,283,KASHEMIR PEARL,Medium
LADA 172 (S1),LADA,172,BAROQUE MET,Medium
PEUGEOT HVV (S1),PEUGEOT,HVV,GRIS LION MET,Fine
MITSUBISHI M13 (S1),MITSUBISHI,M13,SUNRISE ORANGE METALLIC,Fine
NISSAN K25 (S1),NISSAN,K25,SILVER MET,Fine
HYUNDAI R7R (S1),HYUNDAI,R7R,BURNT ORANGE MET,Fine
SUZUKI 1J6 (S1),SUZUKI,1J6,PRECIOUS SILVER MET,Fine
RANGE ROVER MGF (S1),RANGE ROVER ,MGF,CERES SILVER SATIN,Fine
GM WA686D (S1),GM,WA686D,ZANZIBAR MET,Medium
SEAT L9DG (S1),SEAT,L9DG,DARK ALUMINIUM,Medium
GM WA296F (S1),GM,WA296F,TIGERLILY MET 3,Medium
ISUZU 570 (S1),ISUZU,570,VALENCIA ORANGE MET,Medium
LADA 147 (S1),LADA,147,MANGO PEARL,Medium
AUDI LY9T (S1),AUDI,LY9T,MYTHOSSCHWARZ MET,Fine
MAZDA 16W (S1),MAZDA,16W,BLACK MICA,Extra Coarse
MAZDA 16W (S2),MAZDA,16W,BLACK MICA,Extra Coarse
DAEWOO 87U (S1),DAEWOO,87U,PEARL BLACK MET,Extra Coarse
DAEWOO 87U (S2),DAEWOO,87U,PEARL BLACK MET,Coarse
FORD 17V (S3),FORD,17V,PANTHER BLACK PEARL,Medium
MERCEDES 191 (S1),MERCEDES ,191,KOSMOSSCHWARZ MET,Medium
MERCEDES 191 (S2),MERCEDES ,191,KOSMOSSCHWARZ MET,Medium
MERCEDES 191 (S3),MERCEDES ,191,KOSMOSSCHWARZ MET,Medium
SUZUKI ZLK (S1),SUZUKI,ZLK,PURPLISH SILVER,Medium
SAMSUNG KXD (S1),SAMSUNG,KXD,SAND GRAY MET,Medium
LADA 247 (S1),LADA,247,KARFAGEN PEARL MET,Fine
LADA 643 (S1),LADA,643,ORCHID MET,Medium
MERCEDES 197 (S1),MERCEDES ,197,OBSIDIANSCHWARZ MET,Medium
FIAT 787A (S1),FIAT,787A,INFINITY BLACK MET,Medium
MERCEDES 191 (S4),MERCEDES ,191,KOSMOSSCHWARZ MET,Medium
FIAT 750A (S1),FIAT,750A,NERO RUBACUORI MET,Fine
FORD EUROPE 17V (S2),FORD EUROPE,17V,PANTHER BLACK PEARL,Medium
FORD EUROPE 17V (S4),FORD EUROPE,17V,PANTHER BLACK PEARL,Medium
GM GAR (S1),GM,GAR,CARBON FLASH MET,Extra Coarse
ISUZU 575 (S1),ISUZU,575,DOLOMITE WHITE PEARL,Coarse
LADA 682 (S1),LADA,682,GRANTA PEARL,Extra Coarse
CITROEN EXZ (S4),CITROEN,EXZ,NOIR CALDERA MET,Coarse
CITROEN EXZ (S3),CITROEN,EXZ,NOIR CALDERA MET,Extra Coarse
CITROEN EXZ (S2),CITROEN,EXZ,NOIR CALDERA MET,Extra Coarse
CITROEN EXZ (S1),CITROEN,EXZ ,NOIR CALDERA MET,Coarse
NISSAN Z11 (S4),NISSAN ,Z11,BLACK MET,Extra Coarse
NISSAN Z11 (S3),NISSAN ,Z11,BLACK MET,Extra Coarse
CITROEN KTV (S1),CITROEN,KTV,NOIR PERLA NERA NACRE,Extra Coarse
AUDI LC9X (S4),AUDI,LC9X,DEEP BLACK PERLEFFEKT,Extra Coarse
AUDI LC9X (S3),AUDI,LC9X,DEEP BLACK PERLEFFEKT,Extra Coarse
AUDI LC9X (S2),AUDI,LC9X,DEEP BLACK PERLEFFEKT,Extra Coarse
CITROEN EXL (S4),CITROEN,EXL,NOIR OBSIDIEN NACRE,Extra Coarse
CITROEN EXL (S2),CITROEN,EXL,NOIR OBSIDIEN NACRE,Coarse
CITROEN EXL (S1),CITROEN,EXL,NOIR OBSIDIEN NACRE,Coarse
CHRYSLER DX8 (S2),CHRYSLER,DX8,BLACK,Fine
CHRYSLER DX8 (S1),CHRYSLER,DX8,BLACK,Fine
DAEWOO 87U (S4),DAEWOO,87U,PEARL BLACK MET,Extra Coarse
NISSAN QX1 (S2),NISSAN,QX1,WHITE PEARL,Medium
ISUZU 576 (S1),ISUZU,576,SANTOS BROWN MICA,Coarse
BMW C66 (S1),BMW,C66,UTAH ORANGE MET,Fine
OPEL 20R (S1),OPEL,20R,SAPHIRSCHWARZ MICA,Medium
MERCEDES 197 (S4),MERCEDES ,197,OBSIDIANSCHWARZ MET,Medium
MERCEDES 197 (S3),MERCEDES ,197,OBSIDIANSCHWARZ MET,Medium
MERCEDES 197 (S2),MERCEDES ,197,OBSIDIANSCHWARZ MET,Medium
FORD 17V (S1),FORD EUROPE,17V,PANTHER BLACK PEARL,Fine
GM GAR (S3),GM,GAR,CARBON FLASH MET,Coarse
KIA 1E (S1),KIA,1E,TOMATO RED,Fine
KIA ALM (S1),KIA,ALM,LIME,Fine
KIA AYE (S1),KIA,AYE,MUSTARD,Fine
ALFA ROMEO 632 (S2),ALFA ROMEO,632,BLACK MICA MET,Coarse
ALFA ROMEO 632 (S3),ALFA ROMEO,632,BLACK MICA MET,Extra Coarse
ALFA ROMEO 632 (S4),ALFA ROMEO,632,BLACK MICA MET,Coarse
FORD EUROPE 8E (S2),FORD EUROPE,8E,MAGNUM GREY MET,Coarse
FORD EUROPE 8E (S3),FORD EUROPE,8E,MAGNUM GREY MET,Coarse
OPEL 168 (S4),OPEL,168,METRO BLUE MICA,Medium
OPEL 20R (S3),OPEL,20R,SAPHIRSCHWARZ MICA,Medium
KIA LAR (S1),KIA,LAR,LIME TWIST,Fine
KIA R8 (S1),KIA,R8,DARK ROSE RED MET,Fine
KIA AA2 (S1),KIA,AA2,CLYDE BLUE,Fine
KIA DI (S1),KIA,DI,SAVANNA BEIGE,Fine
KIA 1H (S1),KIA,1H,BLUE STONE,Fine
KIA JA (S1),KIA,JA,SHINE RED,Fine
KIA DRR (S1),KIA,DRR,RACING RED,Fine
KIA HR (S1),KIA,HR,SO RED,Fine
NISSAN KBD (S1),NISSAN,KBD,DARK GREY PEARL METALLIC,Coarse
KIA 7S- (S1),KIA,7S,FINE SILVER MET,Medium
KIA N1 (S1),KIA,N1,CHAMPAGNE GOLD MET,Medium
KIA 3H (S1),KIA,3H,VOLCANIC RED PEARL,Fine
KIA R5 (S1),KIA,R5,PEPPER RED MET,Medium
KIA MBA (S1),KIA,MBA,MUSCLE BEIGE MET,Fine
KIA K9 (S1),KIA,K9,GLACIER BLUE MET,Coarse
KIA C0 (S1),KIA,C0,COOL BLUE MET ,Medium
FORD EUROPE 8E (S1),FORD EUROPE,8E,MAGNUM GREY MET,Coarse
FORD EUROPE 6DYEWWA (S1),FORD EUROPE,6DYEWWA,SEA GREY MET,Coarse
ALFA ROMEO 318B (S1),ALFA ROMEO,318B,GRIGIO STROMBOLI MET,Coarse
ALFA ROMEO 632 (S1),ALFA ROMEO,632,BLACK MICA MET,Coarse
OPEL 168 (S3),OPEL,168,METRO BLAU MICA,Coarse
MITSUBISHI F20 (S1),MITSUBISHI,F20,PALE GREEN,Fine
LADA 676 (S1),LADA,676,BLACK PEARL,Coarse
TOYOTA 204 (S1),TOYOTA,204,BLACK MET,Fine
KIA I7 (S1),KIA,I7,GREEN TEA LATTE PEARL MET,Medium
KIA 9V (S1),KIA,9V,VIOLET IRIS PEARL,Fine
KIA E2 (S1),KIA,E2,HIKE GREEN PEARL,Medium
KIA D2B (S1),KIA,D2B,ELECTRONIC YELLOW MET,Medium
KIA GC8 (S1),KIA,GC8,CHAMPAGNE GOLD MET,Medium
KIA U4 (S1),KIA,U4,WHITE PEARL,Fine
HYUNDAI PEG (S1),HYUNDAI,PEG,PALM GREEN MET,Medium
KIA LC (S1),KIA,LC,LIGHT GRAPHITE MET,Extra Coarse
KIA D2 (S1),KIA,D2,DESERT BEIGE MET,Medium
KIA Y3 (S1),KIA,Y3,GREENISH GOLD PEARL,Medium
KIA 4Y (S1),KIA,4Y,SAND BEIGE MET,Coarse
KIA 6W (S1),KIA,6W,WARM GREY MET,Coarse
MITSUBISHI F15 (S1),MITSUBISHI,F15,DEEP FAIRWAY GREEN PEARL,Coarse
MITSUBISHI A98 (S1),MITSUBISHI,A98,GLAMOUR GREY MET,Medium
MITSUBISHI C12 (S1),MITSUBISHI,C12,DARK BROWN PEARL,Coarse
MITSUBISHI M03 (S1),MITSUBISHI,M03,ORANGE PEARL,Medium
MITSUBISHI F16 (S1),MITSUBISHI,F16,JADE GREEN MICA,Extra Coarse
MITSUBISHI G94 (S1),MITSUBISHI,G94,LIGHT GREEN MET,Fine
MITSUBISHI A86 (S1),MITSUBISHI,A86,GREENISH SILVER MET,Coarse
MITSUBISHI A70 (S1),MITSUBISHI,A70,GREENISH SILVER MET,Coarse
MITSUBISHI A40 (S1),MITSUBISHI,A40,SILVER MET,Medium
KIA K2 (S1),KIA,K2,INDIGO BLUE MET,Coarse
KIA UAA (S1),KIA,UAA,COSMIC BLUE MET,Medium
MERCEDES 904 (S1),MERCEDES ,904,DUNKELBLAU,Fine
MERCEDES 904 (S2),MERCEDES ,904,DUNKELBLAU,Fine
MERCEDES 904 (S3),MERCEDES ,904,DUNKELBLAU,Fine
FORD AMERICA UJ (S1),FORD AMERICA,UJ,STERLING GREY MET,Extra Coarse
VOLVO 723 (S1),VOLVO,723,DENIM BLUE MET,Coarse
CHRYSLER PXJ (S1),CHRYSLER,PXJ,DIAMOND BLACK CRYSTAL PEARL,Fine
TOYOTA 183 (S1),TOYOTA,183,DARK BLUISH GREY MICA MET,Extra Coarse
TOYOTA 183 (S2),TOYOTA,183,DARK BLUISH GREY MICA MET,Extra Coarse
TOYOTA 1A2 (S1),TOYOTA,1A2,LIGHT GRAIGE MET,Coarse
TOYOTA 1B2 (S1),TOYOTA,1B2,GREY MICA MET,Medium
MERCEDES 721 (S1),MERCEDES,721,ONYXGRAU MICA,Medium
TOYOTA 3P1 (S1),TOYOTA,3P1,RED MICA MET,Fine
MERCEDES 933 (S1),MERCEDES,933,TIEFSEEBLAU MICA,Medium
AUDI LZ7M (S1),AUDI,LZ7M,OPAL PERLEFFEKT,Coarse
HONDA YR578M (S2),HONDA,YR578M,URBAN TITANIUM MET,Coarse
AUDI LC9Z (S2),AUDI,LC9Z,BLACK MAGIC PERL,Medium
AUDI LD7U (S1),AUDI,LD7U,OFFROAD GREY PERLEFFEKT,Coarse
AUDI LZ9W (S1),AUDI,LZ9W,EBONYSCHWARZ PERLEFFEKT,Medium
RENAULT 472 (S5),RENAULT,472,BLEU CREPUSCULE NACRE,Medium
RENAULT 608 (S1),RENAULT,608,GRIS TUNGSTENE MET,Medium
RENAULT 671 (S1),RENAULT,671,BLEU NYMPHEA MET,Coarse
RENAULT 630 (S1),RENAULT,630,GRIS XERUS MET,Coarse
RENAULT 630 (S2),RENAULT,630,GRIS XERUS MET,Coarse
RENAULT CNB (S1),RENAULT,CNB,BRUN MOKA MET,Coarse
RENAULT 676 (S1),RENAULT,676,NOIR NACRE,Medium
RENAULT 676 (S4),RENAULT,676,NOIR NACRE,Coarse
RENAULT B66 (S1),RENAULT,B66,GRIS ECLIPSE NACRE MET,Extra Coarse
RENAULT B66 (S2),RENAULT,B66,GRIS ECLIPSE NACRE MET,Extra Coarse
RENAULT D97 (S1),RENAULT,D97,VERT CUIVRE MET,Coarse
RENAULT CNB (S2),RENAULT,CNB,BRUN MOKA MET,Coarse
RENAULT 296 (S1),RENAULT,296,VERT SCARABEE MET,Coarse
RENAULT 941 (S1),RENAULT,941,VERT FIDJI MET,Extra Coarse
RENAULT 963 (S2),RENAULT,963,VERT ANGLAIS MET,Coarse
MITSUBISHI A56 (S1),MITSUBISHI,A56,KAGE BLUE PEARL MET,Coarse
NISSAN DS2 (S1),NISSAN,DS2,YELLOWISH GREEN PEARL MET,Coarse
HONDA G530M (S1),HONDA,G530M,MYSTIC GREEN MET,Coarse
CHRYSLER PAR (S1),CHRYSLER,PAR,MAXIMUM STEEL MET,Extra Coarse
BMW 896 (S1),BMW,896,BLUEWATER MET,Medium
AUDI LR7M (S1),AUDI,LR7M,GALAPAGOS ANTHRAZIT MET,Extra Coarse
AUDI LD7R (S1),AUDI,LD7R,PEPPER GREY MET,Coarse
AUDI LD7Z (S1),AUDI,LD7Z,SALTLAKE GREY MET,Medium
AUDI LZ7L (S3),AUDI,LZ7L,LAVAGRAU MET,Extra Coarse
AUDI LC9Z (S1),AUDI,LC9Z,BLACK MAGIC PERL,Fine
BMW A11 (S1),BMW,A11,HIGHLANDGRUEN MET,Coarse
TOYOTA 4X7 (S1),TOYOTA,4X7,GRAPHITE PEARL MET,Extra Coarse
TOYOTA 1H9 (S1),TOYOTA,1H9,MERCURY GRAY MICA,Extra Coarse
RENAULT DXA (S1),RENAULT,DXA,OLIVE MET,Medium
RENAULT F41 (S1),RENAULT,F41,BREEZE BLUE MET,Medium
RENAULT F41 (S2),RENAULT,F41,BREEZE BLUE MET,Medium
RENAULT GNA (S1),RENAULT,GNA,NOIR PROFOND NACRE,#N/A
