SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Coarseness
CHRYSLER PAQ (S1),CHRYSLER,PAQ,SILVER STAR MET,Coarse
CHRYSLER PUL (S1),CHRYSLER,PUL,SIENNA TINT PEARLCOAT,Medium
CHRYSLER PPM (S1),CHRYSLER,PPM,SPRUCE PEARLCOAT,Coarse
CHRYSLER PPC (S1),CHRYSLER,PPC,TURQUOISE MET,Coarse
CHRYSLER HA2 (S1),CHRYSLER,HA2,STERLING SILVER MET,Fine
CHRYSLER 296 (S1),CHRYSLER,296,ZENITH WHITE,#N/A
CHRYSLER PUM (S1),CHRYSLER,PUM,VOLCANO SAND MET MATTE,Medium
CHRYSLER SGV (S1),CHRYSLER,SGV,VIPER DARK GREEN PEARLCOAT,Coarse
CHRYSLER F06 (S1),CHRYSLER,F06,TURQUOISE PEARL,Coarse
CHRYSLER LP5 (S1),CHRYSLER,LP5,TEAL PEARLCOAT,Medium
NISSAN B20 (S1),NISSAN,B20,BLUISH BLACK PEARL,Fine
NISSAN B20 (S2),NISSAN,B20,BLUISH BLACK PEARL,Fine
CHRYSLER LRN (S1),CHRYSLER,LRN,VIPER RED,Fine
CHRYSLER PP2 (S1),CHRYSLER,PP2,SEA BLUE,Fine
CHRYSLER SW5 (S1),CHRYSLER,SW5,STONE WHITE,#N/A
CHRYSLER 268 (S1),CHRYSLER,268,SNOW WHITE,Fine
CHRYSLER PYH (S1),CHRYSLER,PYH,SOLAR YELLOW,#N/A
CHRYSLER PA5 (S1),CHRYSLER,PA5,SILVER MIST PEARL,Fine
CHRYSLER YZB (S1),CHRYSLER,YZB,SUPER SILVER MET,Medium
CHRYSLER 284 (S1),CHRYSLER,284,TEMPESTA GREY MET,Extra Coarse
CHRYSLER HY5 (S1),CHRYSLER,HY5,SAND,Fine
CHRYSLER PWK (S1),CHRYSLER,PWK,SCOTIA WHITE,Fine
CHRYSLER LB8 (S1),CHRYSLER,LB8,WATER BLUE,Fine
CHRYSLER PBC (S1),CHRYSLER,PBC,VANDA BLUE,Fine
GM WA493C (S1),GM,WA493C,AEGEAN BLUE,Fine
GM WA9610 (S1),GM,WA9610,ALABASTER,Fine
GM WA9200 (S1),GM,WA9200,ANTELOPE BEIGE,Fine
GM WA3967 (S1),GM,WA3967,ARCTIC WHITE,#N/A
GM WA7391 (S1),GM,WA7391,ALMOND,#N/A
GM WA3595 (S1),GM,WA3595,APPLE RED,Fine
GM WA145L (S1),GM,WA145L,AQUA BLUE MICA,Medium
GM WA9568 (S1),GM,WA9568,ARCTIC PEARL,Fine
GM WA8914 (S1),GM,WA8914,ASTRAL SILVER MET,Medium
GM WA9726 (S1),GM,WA9726,ARGENT MET,Medium
GM WA5328 (S1),GM,WA5328,ACADEMY GREY MET,Coarse
GM WA144X (S1),GM,WA144X,ABALONE WHITE LOW GLOSS,Fine
GM WA638R (S1),GM,WA638R,AQUA BLUE MET,Coarse
GM WA194D (S1),GM,WA194D,APRICOT ICE MICA MET,Medium
GM WA325D (S1),GM,WA325D,AUBERGINE MET,Medium
GM WA231L (S1),GM,WA231L,BRIGHTON GOLD MET,Medium
GM WA348D (S1),GM,WA348D,BRIGHT BLUE MET,Medium
GM WA9591 (S1),GM,WA9591,BRIGHT BLUE MET,Medium
GM WA9796 (S1),GM,WA9796,BRIGHT AQUA MET,Medium
GM WA315D (S1),GM,WA315D,BLUE MET,Coarse
GM WA9346 (S1),GM,WA9346,BRIGHT BLUE MET,Medium
GM WA9794 (S1),GM,WA9794,BRIGHT TEAL MET,Coarse
GM WA327D (S1),GM,WA327D,BRIGHT PURPLE MET,Medium
GM WA303D (S1),GM,WA303D,BRIGHT BLUE MET,Extra Coarse
GM WA243A (S1),GM,WA243A,BRIGHT AQUA MET,Coarse
GM WA7909 (S1),GM,WA7909,BLUE MET,Coarse
GM WA9656 (S1),GM,WA9656,BAHAMA BLUE MET,Coarse
GM WA453B (S1),GM,WA453B,BRIMSTONE 2,#N/A
GM WA454B (S1),GM,WA454B,BRIMSTONE 3,Fine
GM WA7476 (S1),GM,WA7476,BRIGHT YELLOW,#N/A
GM WA8557 (S1),GM,WA8557,FLAX,#N/A
GM WA9753 (S1),GM,WA9753,BRIGHT WHITE,Fine
GM WA917K (S1),GM,WA917K,BRIGHT RED,Fine
GM WA8767 (S1),GM,WA8767,BLACK MET,Fine
GM WA9956 (S1),GM,WA9956,BLACK MET,Fine
GM WA8065 (S1),GM,WA8065,CARMINE,Fine
GM WA8774 (S1),GM,WA8774,BRIGHT RED,Fine
GM WA7475 (S1),GM,WA7475,BRIGHT RED,Fine
GM WA7562 (S1),GM,WA7562,BLACK CHERRY,Fine
GM WA4538 (S1),GM,WA4538,BRIGHT ORANGE,#N/A
GM WA8564 (S1),GM,WA8564,CHAMOIS,#N/A
GM WA9830 (S1),GM,WA9830,BRIGHT TEAL,Fine
GM WA9150 (S1),GM,WA9150,BLACK MET,Medium
GM WA7122 (S1),GM,WA7122,BRIARCLIFF TAN,#N/A
GM WA8057 (S1),GM,WA8057,CAMEL BEIGE,Fine
GM WA140B (S1),GM,WA140B,BRIGHT WHITE DIAMOND,Fine
GM WA632H (S1),GM,WA632H,CITRUS GREEN MET,Coarse
GM WA161A (S1),GM,WA161A,BROWN MET,Coarse
GM WA190D (S1),GM,WA190D,AZURITE BLUE MET,Medium
GM WA9520 (S1),GM,WA9520,AUTUMN MAPLE MET,Medium
GM WA9633 (S1),GM,WA9633,CHAMPAGNE MET,Medium
GM WA9068 (S1),GM,WA9068,BROWN MET,Medium
GM WA209A (S1),GM,WA209A,BRILLIANT RED MET,Medium
GM WA9141 (S1),GM,WA9141,CHARCOAL MET,Medium
GM WA9985 (S1),GM,WA9985,BLUE GREEN MET,Coarse
GM WA122B (S1),GM,WA122B,CAYENNE RED MET,Medium
GM WA158A (S1),GM,WA158A,ATLANTIC BLUE MET,Medium
GM WA512F (S1),GM,WA512F,AUBURN NIGHTMIST MET,Coarse
GM WA383A (S1),GM,WA383A,BOWIE BLUE JEANS MET,Coarse
GM WA9961 (S1),GM,WA9961,COMPETITION BLUE,Fine
GM WA616D (S1),GM,WA616D,CARRAGEEN METALLIC,Extra Coarse
CITROEN ELS (S1),CITROEN,ELS,ALMOND GREEN,Fine
CITROEN EKP (S1),CITROEN,EKP,AUBERGINE NACRE,Medium
GM WA337D (S1),GM,WA337D,DAHLIA BLUE MET,Medium
GM WA9212 (S1),GM,WA9212,DARK SADDLE MET,Medium
GM WA169D (S1),GM,WA169D,CRANBERRY MET,Medium
GM WA9804 (S1),GM,WA9804,COMPETITION YELLOW,#N/A
GM WA8509 (S1),GM,WA8509,CREAM BEIGE,#N/A
GM WA8973 (S1),GM,WA8973,COPPER BEIGE,#N/A
GM WA509F (S1),GM,WA509F,CREAM WHITE,#N/A
GM WA3465 (S1),GM,WA3465,CLASSIC WHITE,#N/A
GM WA321D (S1),GM,A321D,CRIMSON KING,Fine
GM WA126A (S1),GM,WA126A,CLOISONNE MET,Medium
GM WA117B (S1),GM,WA117B,CYCLAMEN MET,Medium
GM WA168E (S1),GM,WA168E,COCOA MET,Medium
GM WA9094 (S1),GM,WA9094,DARK ANTELOPE MET,Extra Coarse
GM WA635R (S1),GM,WA635R,COPPER HAZE MET,Medium
GM WA160B (S1),GM,WA160B,CYCLAMEN MET,Medium
GM WA113A (S1),GM,WA113A,DARK MONTANA BLUE MET,Medium
GM WA9238 (S1),GM,WA9238,DARK BRIGHT TEAL MET,Coarse
GM WA115A (S1),GM,WA115A,DARK CALYPSO GREEN MET,Coarse
GM WA128A (S1),GM,WA128A,DARK CLOISONNE MET,Medium
GM WA9262 (S1),GM,WA9262,DARK BRIGHT TAHOE BLUE PEARL,Coarse
GM WA673F (S1),GM,WA673F,DARK BLUE GREEN MET,Coarse
GM WA213A (S1),GM,WA213A,DARK RUBY RED MET,Fine
GM WA9279 (S1),GM,WA9279,DARK BEECHWOOD MET,Coarse
GM WA5392 (S1),GM,WA5392,DARK RUBY MET,Fine
GM WA215B (S1),GM,WA215B,DARK GRAPE MET,Coarse
GM WA122A (S1),GM,WA122A,DARK ADRIATIC MET,Medium
GM WA9078 (S1),GM,WA9078,DARK MAPLE MET,Medium
GM WA303C (S1),GM,WA303C,DESERT SAND MET,Medium
GM WA449B (S1),GM,WA449B,DEEPWOOD GREEN MET 2,Extra Coarse
GM WA167V (S1),GM,WA167V,DEEP SKY MET,Coarse
GM WA9927 (S1),GM,WA9927,DARK HUNT CLUB RED MET,Fine
GM WA9831 (S1),GM,WA9831,DARK BLUE GREEN MET,Coarse
GM WA9192 (S1),GM,WA9192,DARK SMOKE GREY MET,Extra Coarse
GM WA8984 (S1),GM,WA8984,DARK GARNET RED MET,Medium
GM WA563Q (S1),GM,WA563Q,DEEP ATLANTIC BLUE MET,Coarse
GM WA161V (S1),GM,WA161V,FLIP CHIP PEARL MET,Coarse
GM WA308X (S1),GM,WA308X,DEEPWOOD GREEN MET,Extra Coarse
GM WA7262 (S1),GM,WA7262,DARK SANDSTONE MET,Medium
GM WA9382 (S1),GM,WA9382,DARK SAPPHIRE BLUE MET,Coarse
GM WA248L (S1),GM,WA248L,DOVE SILVER MET,Medium
GM WA411B (S1),GM,WA411B,EDIBLE BERRIES PEARL 3,Coarse
GM WA232M (S1),GM,WA232M,DARK TARNISHED SILVER MET,Coarse
GM WA7754 (S1),GM,WA7754,DARK BROWN FIREMIST MET,Coarse
GM WA9806 (S1),GM,WA9806,DARK YELLOW GREEN MET,Coarse
GM WA401E (S1),GM,WA401E,DARK TRUE GREEN MET,Extra Coarse
GM WA229M (S1),GM,WA229M,FUSION ORANGE MET,Medium
GM WA8815 (S1),GM,WA8815,GARNET RED MET,Fine
GM GQX (S1),GM,GQX,DESIGNER WHITE,#N/A
GM WA9780 (S1),GM,WA9780,DARK GREY,Fine
GM WA8265 (S1),GM,WA8265,DOESKIN TAN,#N/A
GM WA805T (S1),GM,WA805T,ESPRESSO BROWN,Fine
GM WA8066 (S1),GM,WA8066,DARK CARMINE,Fine
GM WA309D (S1),GM,WA309D,FAIRWAY GREEN MET,Coarse
GM WA7490 (S1),GM,WA7490,DARK JUNIPER,Fine
GM WA244L (S1),GM,WA244L,DARK SAPPHIRE,Fine
GM WA5196 (S1),GM,WA5196,DARK SANDALWOOD,Fine
GM WA9017 (S1),GM,WA9017,DOVE GREY,#N/A
GM WA9258 (S1),GM,WA9258,DARK GARNET,Fine
GM WA9894 (S1),GM,WA9894,FERNLEA BRONZE MET,Coarse
GM WA5312 (S1),GM,WA5312,FRENCH BLUE MET,Fine
GM WA9243 (S1),GM,WA9243,GUNMETAL MET,Coarse
GM WA9086 (S1),GM,WA9086,GREY BLUE MET,Coarse
GM WA248A (S1),GM,WA248A,GREEN MET,Medium
GM WA621D (S1),GM,WA621D,HUDSON METALLIC,Coarse
GM WA8915 (S1),GM,WA8915,GUNMETAL MET,Medium
GM WA9536 (S1),GM,WA9536,GUNMETAL MET,Medium
GM WA404N (S1),GM,WA404N,ICELAND BLUE MET,Coarse
GM WA132A (S1),GM,WA132A,DARK TEAL MET,Coarse
GM WA3781 (S1),GM,WA3781,EMPEROR BLUE MET,Coarse
GM WA418C (S1),GM,WA418C,HIGH VOLTAGE MET TINTCOAT,Fine
GM WA401A (S1),GM,WA401A,EMPIRE BRONZE PEARL,Coarse
GM WA7498 (S1),GM,WA7498,FROST BEIGE,#N/A
GM WA9225 (S1),GM,WA9225,GHOST WHITE,#N/A
GM WA9299 (S1),GM,WA9299,GARNET RED,Fine
GM WA9902 (S1),GM,WA9902,VERY DARK GREY,Fine
GM WA548G (S1),GM,WA548G,GOLD MET,Medium
GM WA159A (S1),GM,WA159A,EMERALD GREEN MET,Extra Coarse
GM WA9802 (S1),GM,WA9802,HAWAIIAN ORCHID MET,Medium
GM WA291C (S1),GM,WA291C,LIGHT GREEN MET,Medium
GM WA8992 (S1),GM,WA8992,LIGHT ROSEWOOD MET,Coarse
GM WA225L (S1),GM,WA225L,LEAF GREEN MICA MET,Medium
GM WA951K (S1),GM,WA951K,LIGHT GREY MET,Coarse
GM WA179A (S1),GM,WA179A,LIGHT ANTELOPE MET,Medium
GM WA166D (S1),GM,WA166D,JUNGLE GREEN MET,Medium
GM WA8312 (S1),GM,WA8312,LIGHT ROYAL BLUE MET,Medium
GM WA8239 (S1),GM,WA8239,LIGHT GREYFERN MET,Coarse
GM WA124B (S1),GM,WA124B,INCA GOLD MET,Medium
GM WA121A (S1),GM,WA121A,LIGHT ADRIATIC MET,Medium
GM WA7206 (S1),GM,WA7206,LIGHT JADESTONE MET,Medium
GM WA304D (S1),GM,WA304D,LAGUNA GREEN MET,Medium
GM WA173A (S1),GM,WA173A,LIGHT ADRIATIC MET,Medium
GM WA9747 (S1),GM,WA9747,LIGHT CAMEL MET,Medium
GM WA220C (S1),GM,WA220C,LIGHT SANDRIFT MET,Medium
GM WA9790 (S1),GM,WA9790,LIGHT QUASAR BLUE MET,Medium
GM WA377E (S1),GM,WA377E,INTERNATIONAL BLUE MET,Coarse
GM WA307D (S1),GM,WA307D,LIGHT TOREADOR RED MET,Medium
MAZDA 41V (S1),MAZDA,41V,SOUL RED MET,Fine
GM WA349D (S1),GM,WA349D,ISUZU BLUE,#N/A
GM WA9208 (S1),GM,WA9208,LIGHT MESA BROWN MET,Medium
GM WA7468 (S1),GM,WA7468,LIGHT SLATE MET,Medium
GM WA159E (S1),GM,WA159E,MARY KAY,#N/A
GM WA9219 (S1),GM,WA9219,LIGHT BROWN,#N/A
GM WA8744 (S1),GM,WA8744,LIGHT DRIFTWOOD,Fine
GM WA9612 (S1),GM,WA9612,LIGHT CAMEL TITANIUM MET,Medium
GM WA152D (S1),GM,WA152D,ISUZU WHITE,Fine
GM WA523F (S1),GM,WA523F,HUGGER ORANGE,Fine
GM WA9091 (S1),GM,WA9091,MEDIUM BEECHWOOD MET,Coarse
GM WA272C (S1),GM,WA272C,MAJESTIC TEAL MET,Coarse
GM WA350D (S1),GM,WA350D,ISUZU YELLOW,Fine
GM WA5300 (S1),GM,WA5300,LIGHT BEIGE,Fine
GM WA5301 (S1),GM,WA5301,LIGHT TAUPE,Fine
GM WA9087 (S1),GM,WA9087,KHAKI,Fine
GM WA9793 (S1),GM,WA9793,LIGHT TEAL MET,Medium
GM WA398E (S1),GM,WA398E,MEDIUM GOLD FIREMIST MET,Coarse
GM WA8865 (S1),GM,WA8865,LIGHT SANDSTONE MET,Medium
GM WA129A (S1),GM,WA129A,LIGHT TEAL MET,Medium
GM WA9748 (S1),GM,WA9748,MEDIUM CAMEL MET,Medium
GM WA218C (S1),GM,WA218C,LIGHT CRYSTAL GREEN MET,Medium
GM WA9603 (S1),GM,WA9603,LIGHT SAPPHIRE TITANIUM MET,Medium
GM WA204C (S1),GM,WA204C,MANTA GREEN MET,Coarse
GM WA9278 (S1),GM,WA9278,LIGHT BEECHWOOD MET,Fine
GM WA9089 (S1),GM,WA9089,LIGHT BEECHWOOD MET,Medium
GM WA100B (S1),GM,WA100B,LIGHT AUTUMNWOOD MET,Medium
GM WA9805 (S1),GM,WA9805,LIGHT BEIGE MET,Medium
GM WA9022 (S1),GM,WA9022,LIGHT DRIFTWOOD MET,Medium
GM WA8817 (S1),GM,WA8817,LIGHT SANDSTONE MET,#N/A
GM WA8957 (S1),GM,WA8957,LIGHT BROWN MET,Medium
GM WA9184 (S1),GM,WA9184,MEDIUM MAUI BLUE MET,Medium
GM WA9537 (S1),GM,WA9537,MEDIUM MAUI BLUE MET,Medium
GM WA9913 (S1),GM,WA9913,MEDIUM PATRIOT RED MET,Medium
GM WA210C (S1),GM,WA210C,MEDIUM SEA PEARL GREEN MET,Medium
GM WA8979 (S1),GM,WA8979,MEDIUM GARNET RED MET,Medium
GM WA9576 (S1),GM,WA9576,MARY KAY PINK PEARL,Fine
GM WA9239 (S1),GM,WA9239,MEDIUM BRILLIANT RED MET,Medium
GM WA5316 (S1),GM,WA5316,MEDIUM RED MICA MET,Medium
GM WA9544 (S1),GM,WA9544,MEDIUM QUASAR BLUE MET,Extra Coarse
GM WA249A (S1),GM,WA249A,LIGHT BLUE MET,Fine
GM WA208C (S1),GM,WA208C,MEDIUM DARK LICHEN MET,Coarse
GM WA162D (S1),GM,WA162D,MEDIUM GREY MET,Fine
GM WA8990 (S1),GM,WA8990,MEDIUM ROSEWOOD MET,Extra Coarse
GM WA8993 (S1),GM,WA8993,MEDIUM SAPPHIRE BLUE FIREMIST,Coarse
GM WA292C (S1),GM,WA292C,MEDIUM MALACHITE MET,Medium
GM WA230M (S1),GM,WA230M,MEDIUM MEANDER GREEN MET,Extra Coarse
GM WA8966 (S1),GM,WA8966,LIGHT SAPPHIRE BLUE MET,Fine
GM WA5313 (S1),GM,WA5313,MEDIUM DARK BLUE MET,Coarse
GM WA9084 (S1),GM,WA9084,MEDIUM MALACHITE MET,Coarse
GM WA9191 (S1),GM,WA9191,MEDIUM GREY MET,Medium
GM WA125A (S1),GM,WA125A,MEDIUM MUSHROOM MET,Coarse
GM WA112A (S1),GM,WA112A,MEDIUM MONTANA BLUE MET,Coarse
GM WA433B (S1),GM,WA433B,MINERAL MET,Coarse
GM WA191D (S1),GM,WA191D,MIDNIGHT EMERALD MICA,Coarse
GM WA130A (S1),GM,WA130A,MEDIUM TEAL MET,Coarse
GM WA605H (S1),GM,WA605H,MEDIUM SAGE GREEN MET,Coarse
GM WA136A (S1),GM,WA136A,MELON MET,Medium
GM WA421P (S1),GM,WA421P,PAPRIKA RED MET,Medium
GM WA146A (S1),GM,WA146A,MEDIUM TEAL BLUE MET,Coarse
GM WA454C (S1),GM,WA454C,OPAL MIST MET,Medium
GM WA8273 (S1),GM,WA8273,PACE CAR BLUE MET,Medium
GM WA144L (S1),GM,WA144L,PACIFIC BLUE MICA,Coarse
GM WA247L (S1),GM,WA247L,OLIVE SILVER MET,Medium
GM WA5378 (S1),GM,WA5378,MEDIUM QUASAR BLUE MET,Medium
GM WA9235 (S1),GM,WA9235,MEDIUM SLATE GREY MET,Medium
GM WA9823 (S1),GM,WA9823,MEDIUM SLATE MET,Coarse
GM WA9080 (S1),GM,WA9080,MEDIUM STEEL BLUE MET,Medium
GM WA153L (S1),GM,WA153L,MIDNIGHT BLUE MICA MET,Extra Coarse
GM WA9791 (S1),GM,WA9791,MEDIUM QUASAR BLUE MET,Coarse
GM WA185A (S1),GM,WA185A,POLYNESIAN GREEN MET,Medium
GM WA9614 (S1),GM,WA9614,NEON BLUE MET,Medium
GM WA392E (S1),GM,WA392E,MOONSTONE MET,Coarse
GM WA9926 (S1),GM,WA9926,PURPLE PEARL,Coarse
GM WA8770 (S1),GM,WA8770,NASSAU BLUE MET,#N/A
GM WA4330 (S1),GM,WA4330,MEDIUM RED,Fine
GM WA7495 (S1),GM,WA7495,MEDIUM BRIGHT RAISIN,Fine
GM WA7260 (S1),GM,WA7260,PASTEL SANDSTONE,Fine
GM WA9201 (S1),GM,WA9201,MEDIUM MESA BROWN,Fine
GM WA9207 (S1),GM,WA9207,LIGHT MESA BROWN,Fine
GM WA702F (S1),GM,WA702F,MEDIUM DARK GREY MAT,Fine
GM WA4123 (S1),GM,WA4123,MEDITERRANEAN BLUE,Fine
GM WA9759 (S1),GM,WA9759,MARY KAY PINK,#N/A
GM WA169V (S1),GM,WA169V,PHANTOM GREY PEARL MET,Coarse
GM WA119B (S1),GM,WA119B,MYSTIC TEAL MET,Coarse
GM WA489B (S1),GM,WA489B,OLD BLUE EYES PEARL MET 3,Extra Coarse
HYUNDAI N9S (S3),HYUNDAI,N9S,TRIATHLON GREY MET,Extra Coarse
GM WA7381 (S1),GM,WA7381,ROMAN MAROON,Fine
GM WA7211 (S1),GM,WA7211,SPECTRA RED,Fine
GM WA338 (S1),GM,WA338,SOLAR RED,Fine
GM WA3231 (S1),GM,WA3231,GOLDWOOD,#N/A
GM WA213C (S1),GM,WA213C,SHALE,#N/A
GM WA9772 (S1),GM,WA9772,LIGHT NEUTRAL,#N/A
GM WA4721 (S1),GM,WA4721,RED,Fine
GM WA5285 (S1),GM,WA5285,RED,Fine
GM WA498B (S1),GM,WA498B,PULL ME OVER RED 4,Fine
GM WA4147 (S1),GM,WA4147,MILLE MIGLIA RED,Fine
GM WA7753 (S1),GM,WA7753,RED,Fine
GM WA9075 (S1),GM,WA9075,TORCH RED,Fine
GM WA282B (S1),GM,WA282B,RED,Fine
GM WA129L (S1),GM,WA129L,PULSE RED,Fine
GM WA8528 (S1),GM,WA8528,SEDONA TAN,Fine
GM WA379E (S1),GM,WA379E,RED TINT MET,Fine
GM WA175E (S1),GM,WA175E,PLATINUM MET,Medium
GM WA984A (S1),GM,WA984A,BLACK MET,Medium
GM WA444B (S1),GM,WA444B,PEPPERDUST MET 5,Medium
GM WA146L (S1),GM,WA146L,REGATTA BLUE PEARL,Medium
GM WA228M (S1),GM,WA228M,SALSA RED MET,Medium
GM WA994A (S1),GM,WA994A,RASPBERRY MICA,Medium
GM WA265L (S1),GM,WA265L,PEARL WHITE,Fine
GM WA9535 (S1),GM,WA9535,RED MET,Medium
GM WA9540 (S1),GM,WA9540,RED MET,Fine
GM WA442B (S1),GM,WA442B,PEPPERDUST MET 3,Medium
GM WA9920 (S1),GM,WA9920,MOCHA MET,Medium
GM WA9566 (S1),GM,WA9566,SEBRING SILVER MET,Fine
GM WA219C (S1),GM,WA219C,MEDIUM STELLAR BLUE MET,Medium
GM WA116B (S1),GM,WA116B,STONE BEIGE MET,Medium
GM WA206 (S1),GM,WA206,SANDY BEACH BROWN MET,Coarse
GM WA237L (S1),GM,WA237L,RED ROCK MICA,Medium
GM WA9928 (S1),GM,WA9928,RASPBERRY MET,Fine
GM WA225C (S1),GM,WA225C,RED MAPLE MET,Coarse
GM WA152L (S1),GM,WA152L,SKY BLUE MET,Medium
GM WA880T (S1),GM,WA880T,SKY BLUE MET,Medium
GM WA166B (S1),GM,WA166B,SHERWOOD GREEN MET,Extra Coarse
GM WA459Y (S1),GM,WA459Y,TOASTED COCONUT PEARL MET,Coarse
GM WA219B (S1),GM,WA219B,TROPICAL GREEN MICA,Medium
GM WA623D (S1),GM,WA623D,WYETH METALLIC,Coarse
GM WA380E (S1),GM,WA380E,SPORT GOLD MET,Medium
GM WA633H (S1),GM,WA633H,SUNSET ORANGE MET,Medium
GM WA8867 (S1),GM,WA8867,ULTRA SILVER MET,Fine
GM WA221L (S1),GM,WA221L,TROPIC GREEN MET,Medium
GM WA299C (S1),GM,WA299C,WOODLAND GREEN MET,Coarse
GM WA220B (S1),GM,WA220B,TWILIGHT PURPLE MICA,Fine
GM WA300C (S1),GM,WA300C,SUPER GRAPE MET,Coarse
GM WA392A (S1),GM,WA392A,SPLASH PEARL MET,Medium
GM WA402A (S1),GM,WA402A,SLIPSTREAM BLUE PEARL,Coarse
GM WA814T (S1),GM,WA814T,URBAN FRESH TRICOAT,Medium
GM WA138X (S1),GM,WA138X,TIN ROOF RUSTED MET,Fine
GM WA312D (S1),GM,WA312D,STORM GREY MET,Coarse
GM WA615D (S1),GM,WA615D,ZEUS METALLIC,Coarse
GM WA9659 (S1),GM,WA9659,WARM GREY MET,Medium
GM WA9543 (S1),GM,WA9543,TURQUOISE MET,Medium
GM WA298C (S1),GM,WA298C,SLATE GREEN MET,Coarse
GM WA9799 (S1),GM,WA9799,ROOTBEER MET,Medium
GM WA9428 (S1),GM,WA9428,SPECTRA GREY MET,Extra Coarse
GM GUE (S1),GM,GUE,SMOKEY EYE GREY MET,Coarse
GM WA9967 (S1),GM,WA9967,SPARKLE SILVER MET,Medium
GM WA167E (S1),GM,WA167E,SKY MET,Medium
GM WA233L (S1),GM,WA233L,SATIN BEIGE MET,Medium
GM WA474G (S1),GM,WA474G,RAINFOREST MET,Extra Coarse
GM WA238L (S1),GM,WA238L,SUPER RED,Fine
GM WA445Y (S1),GM,WA445Y,TRUE BLUE MET,Coarse
GM WA9523 (S1),GM,WA9523,WARM SILVER MET,Fine
GM WA244V (S1),GM,WA244V,ROYAL SOLID BLUE,Fine
GM WA7382 (S1),GM,WA7382,SLATE GREY,Fine
GM WA9260 (S1),GM,WA9260,VICTORY RED,Fine
GM WA253A (S1),GM,WA253A,WHEATLAND YELLOW,Fine
GM WA215D (S1),GM,WA215D,YELLOW,Fine
GM WA8740 (S1),GM,WA8740,YELLOW GOLD,#N/A
GM WA5108 (S1),GM,WA5108,OMAHA ORANGE,Fine
GM WA9015 (S1),GM,WA9015,DARK GREEN,Fine
GM WA214B (S1),GM,WA214B,SCUBA BLUE MET,Medium
HONDA BG30P (S1),HONDA,BG30P,ARCADIA GREEN PEARL MET,Coarse
HONDA BG30P (S2),HONDA,BG30P,ARCADIA GREEN PEARL MET,Coarse
HONDA NH529M (S2),HONDA,NH529M,ANTIQUE BROWN MET,Coarse
HONDA G521M-B (S1),HONDA,G521M-B,AMAZON GREEN MET,Coarse
HONDA YR628M (S1),HONDA,YR628M,AMBER GOLDEN BROWN MET.,Coarse
HONDA G502M (S1),HONDA,G502M,AQUA GREEN MET,Medium
HONDA NH643M (S1),HONDA,NH643M,ANTHRACITE MET,Extra Coarse
HONDA B547P (S1),HONDA,B547P,BALTIC BLUE PEARL,Coarse
HONDA B48M (S1),HONDA,B48M,ATLANTIC BLUE MET,Coarse
HONDA G66P (S1),HONDA,G66P,BARCELONA GREEN PEARL,Medium
HONDA BG34P (S1),HONDA,BG34P,AZURE BLUE GREEN PEARL,Medium
HONDA B98M (S1),HONDA,B98M,AQUA MARINE BLUE MET,Extra Coarse
HONDA G86P (S2),HONDA,G86P,BAIKAL GREEN MET,Coarse
HONDA YR597P (S2),HONDA,YR597,AURORA ROSEWOOD PEARL,Medium
HONDA NH529M (S1),HONDA,NH529M,ANTIQUE BROWN MET,Extra Coarse
HONDA RP23M (S1),HONDA,RP23M,AMETHYST MET,Coarse
HONDA RP23M (S2),HONDA,RP23M,AMETHYST MET,Coarse
HONDA RP34P (S2),HONDA,RP34P,AMETHYST PURPLE PEARL,Medium
HONDA NH514M (S1),HONDA,NH514M,EBONY BLACK MET,Extra Coarse
HONDA R89P (S2),HONDA,R89P,BEAUJOLAIS RED PEARL,Medium
HONDA G65M (S1),HONDA,G65M,ALSACE GREY MET,Coarse
HONDA BG29P (S1),HONDA,BG29P,AZTEC GREEN PEARL MET,Medium
HONDA B67P (S1),HONDA,B67P,ATLANTIS BLUE GREEN PEARL MET,Coarse
HONDA B507P (S2),HONDA,B507P,ARCTIC BLUE PEARL,#N/A
HONDA B563M (S2),HONDA,B563M,AOZORA BLUE MET,#N/A
HONDA PB78M (S1),HONDA,PB78M,BERRY PURPLE MET,#N/A
HONDA B571M (S2),HONDA,B571M,AQUA TOPAZ MET,#N/A
HONDA NH643M (S2),HONDA,NH643M,ANTHRACITE MET,#N/A
HONDA G521M-B (S2),HONDA,G521M-B,AMAZON GREEN MET,#N/A
HONDA B99P (S1),HONDA,B99P,ATLANTIC BLUE PEARL,#N/A
HONDA BG34P (S2),HONDA,BG34P,AZURE BLUE GREEN PEARL,#N/A
HONDA B547P (S2),HONDA,B547P,BALTIC BLUE PEARL,#N/A
HONDA RP34P (S1),HONDA,RP34P,AMETHYST PURPLE PEARL,#N/A
HONDA YR506M (S1),HONDA,YR506M,ARBERE TAUPE MET,#N/A
HONDA BG45M (S1),HONDA,BG45M,AQUA MINT OPAL MET,#N/A
HONDA B505M (S1),HONDA,B505M,AQUA BREEZE OPAL MET,#N/A
HONDA B505M (S2),HONDA,B505M,AQUA BREEZE OPAL MET,#N/A
HONDA RP37P (S2),HONDA,RP37P,BLACK AMETHYST PEARL,#N/A
HONDA NH502M (S2),HONDA,NH502M,ASTURIAS GREY MET,#N/A
HONDA G545M (S1),HONDA,G545M,ASH GREEN MET,#N/A
