SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Coarseness,
MERCEDES 737 (S1)-LS,MERCEDES,737,ASPHALT GREY,NA,
MERCEDES 752 (S1)-LS,MERCEDES,752,CARRARAGRAU,NA,
MERCEDES 9215 (S1)-LS,MERCEDES,9215,ALASKAWEISS,NA,
MERCEDES 928 (S1)-LS,MERCEDES,928,IRISBLAU,NA,
MERCEDES 439 (S1)-LS,MERCEDES,439,CREME,NA,
MERCEDES 738 (S1)-LS,MERCEDES,738,GLETSCHERWEISS,NA,
MERCEDES 949 (S1)-LS,MERCEDES,949,KASKADENBLAU,NA,
MERCEDES 534 (S1)-LS,MERCEDES,534,FEUERROT,NA,
MERCEDES 590 (S1)-LS,MERCEDES,590,FEUEROPAL UNI,NA,
MERCEDES 381 (S1)-LS,MERCEDES,381,FLORAVIOLETT,NA,
MERCEDES 540 (S1)-LS,MERCEDES,540,BAROLOROT,NA,
MERCEDES 2502 (S1)-LS,MERCEDES,2502,BLUTORANGE,NA,
MERCEDES 582 (S1)-LS,MERCEDES,582,IMPERIALROT,NA,
MERCEDES 623 (S1)-LS,MERCEDES,623,HELLELFENBEIN,NA,
MERCEDES 1238 (S1)-LS,MERCEDES,1238,INKAGELB,NA,
MERCEDES 1250 (S1)-LS,MERCEDES,1250,LICHTGELB HELL,NA,
MERCEDES 594 (S1)-LS,MERCEDES,594,GLUTROT,NA,
MERCEDES 691 (S1)-LS,MERCEDES,691,LICHTGELB,NA,
MERCEDES 586 (S1)-LS,MERCEDES,586,MAGMAROT,NA,
MERCEDES 751 (S1)-LS,MERCEDES,751,LIASGRAU,NA,
MERCEDES 149 (S1)-LS,MERCEDES,149,POLARWEISS,NA,
MERCEDES 476 (S1)-LS,MERCEDES,476,GOLDBRAUN,NA,
MERCEDES 690 (S1)-LS,MERCEDES,690,HELLOCKER,NA,
MERCEDES 5856 (S1)-LS,MERCEDES,5856,TUERKISBLAU,NA,
MERCEDES 501 (S1)-LS,MERCEDES,501,ORIENTROT,NA,
MERCEDES 900 (S1)-LS,MERCEDES,900,SURFBLAU,NA,
MERCEDES 1914 (S1)-LS,MERCEDES,1914,SONNENGELB UNI,NA,
MERCEDES 681 (S1)-LS,MERCEDES,681,WEIZENGELB,NA,
MERCEDES 684 (S1)-LS,MERCEDES,684,TAIGABEIGE,NA,
MERCEDES 114 (S1)-LS,MERCEDES,114,TAUBENGRAU,NA,
MERCEDES 241 (S1)-LS,MERCEDES,241,RAVENNAGELB,NA,
MERCEDES 685 (S1)-LS,MERCEDES,685,YELLOWSTONE UNI,NA,
MERCEDES 158 (S1)-LS,MERCEDES,158,WEISSGRAU,NA,
MERCEDES 568 (S1)-LS,MERCEDES,568,SIGNALROT,NA,
MERCEDES 651 (S1)-LS,MERCEDES,651,PUEBLOBEIGE,NA,
MERCEDES 624 (S1)-LS,MERCEDES,624,YELLOW,NA,
MERCEDES 2603 (S1)-LS,MERCEDES,2603,TIEFORANGE,NA,
MERCEDES 516 (S1)-LS,MERCEDES,516,MITTELROT,NA,
MERCEDES 576 (S1)-LS,MERCEDES,576,RED,NA,
MERCEDES 9004 (S1)-LS,MERCEDES,9004,WHITE,NA,
MERCEDES 9678 (S1)-LS,MERCEDES,9678,REINWEISS,NA,
MERCEDES 945 (S1)-LS,MERCEDES,945,LAPISBLAU,NA,
GM WA7475 (S1)-LS,GM,WA7475,BRIGHT RED,NA,
GM WA9423 (S1)-LS,GM,WA9423,BRIGHT RED,NA,
GM WA3595 (S1)-LS,GM,WA3595,APPLE RED,NA,
GM WA5353 (S1)-LS,GM,WA5353,BRIGHT RED,NA,
GM WA9610 (S1)-LS,GM,WA9610,ALABASTER,NA,
GM WA9200 (S1)-LS,GM,WA9200,ANTELOPE BEIGE,NA,
GM WA466Y (S1)-LS,GM,WA466Y,BLAZE RED,NA,
