SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Evaluation,BUCKET,DATABASE,Tag_Coarseness
HYUNDAI N8N (S4),HYUNDAI,N8N,BRONZE MET,2013-2016,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI N9N (S2),HYUNDAI,N9N,BRONZE MET,2013-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI S6G (S2),HYUNDAI,S6G,BOULDER GREY MET,2011-2018,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI S6G (S3),HYUNDAI,S6G,BOULDER GREY MET,2011-2018,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
HYUNDAI P9R (S2),HYUNDAI,P9R,BOSTON RED PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI P9R (S3),HYUNDAI,P9R,BOSTON RED PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI P9R (S4),HYUNDAI,P9R,BOSTON RED PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI AA3 (S3),HYUNDAI,AA3,SIRIUS SILVER MET,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI YR6 (S1),HYUNDAI,YR6,VINTAGE WINE MET,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI W5R (S1),HYUNDAI,W5R,WINE RED PEARL,2013-2015,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI W5R (S2),HYUNDAI,W5R,WINE RED PEARL,2013-2015,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI WR3 (S2),HYUNDAI,WR3,ULTIMATE RED PEARL,2014-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI WR3 (S3),HYUNDAI,WR3,ULTIMATE RED PEARL,2014-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI S4N (S1),HYUNDAI,S4N,SIENA BROWN PEARL,2017-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TY5 (S1),HYUNDAI,TY5,MILK TEA PEARL MET,2016-2017,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI YG3 (S2),HYUNDAI,YG3,GRAN PREMIO GREY,2013-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI VG5 (S1),HYUNDAI,VG5,GALAXY PEARL MET,2016-2016,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI UYS (S2),HYUNDAI,UYS,GALACTIC GREY PEARL,2016-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI UYS (S3),HYUNDAI,UYS,GALACTIC GREY PEARL,2016-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI RY9 (S2),HYUNDAI,RY9,PHOENIX ORANGE PEARL,2016-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI EMG (S1),HYUNDAI,EMG,EMERALD GREEN MET,2012-2012,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SAG (S2),HYUNDAI,SAG,EMBER GREY MET,2013-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SAG (S3),HYUNDAI,SAG,EMBER GREY MET,2013-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI SAG (S4),HYUNDAI,SAG,EMBER GREY MET,2013-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI U6G (S2),HYUNDAI,U6G,EMPIRE STATE GREY MET,2014-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI U6G (S3),HYUNDAI,U6G,EMPIRE STATE GREY MET,2014-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI U6G (S4),HYUNDAI,U6G,EMPIRE STATE GREY MET,2014-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI U6G (S5),HYUNDAI,U6G,EMPIRE STATE GREY MET,2014-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI W7G (S2),HYUNDAI,W7G,HAZEL BROWN MET,2013-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI YR6 (S2),HYUNDAI,YR6,VINTAGE WINE MET,2014-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI T5K (S1),HYUNDAI,T5K,VICTORIA BLACK PEARL,2018-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI JHR (S1),HYUNDAI,JHR,ENGINE RED,2017-2021,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI R9A (S3),HYUNDAI,R9A,VITAMIN C MET,2011-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TA9 (S1),HYUNDAI,TA9,TANGERINE COMET MET,2017-2021,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI YDG (S2),HYUNDAI,YDG,GREY MET,2010-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI YDG (S3),HYUNDAI,YDG,GREY MET,2010-2014,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TAK (S2),HYUNDAI,TAK,GREY TITANIUM MET,2010-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI TAK (S3),HYUNDAI,TAK,GREY TITANIUM MET,2010-2015,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TAK (S4),HYUNDAI,TAK,GREY TITANIUM MET,2010-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI TAK (S5),HYUNDAI,TAK,GREY TITANIUM MET,2010-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI XU6 (S2),HYUNDAI,XU6,HAZE BLUE MET,2014-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI PUE (S2),HYUNDAI,PUE,TWILIGHT BLUE PEARL,2012-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI T3U (S3),HYUNDAI,T3U,WILLIAMSPORT BLUE MET,2010-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI WU8 (S1),HYUNDAI,WU8,SHORELINE DRIVE BLUE,2013-2013,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI U2W (S2),HYUNDAI,U2W,SILKY BEIGE MET,2013-2015,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI RC9 (S1),HYUNDAI,RC9,SKYLINE BLUE MET,2017-2019,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI T6S (S2),HYUNDAI,T6S,TITANIUM SILVER MET,2012-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI T6S (S3),HYUNDAI,T6S,TITANIUM SILVER MET,2012-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI SG5 (S2),HYUNDAI,SG5,STARGAZING BLUE PEARL,2017-2018,2,2,CAMPAIGN MEASUREMENT,Medium
HYUNDAI TU6 (S2),HYUNDAI,TU6,TROPICAL SEA BLUE,2014-2014,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI N9S (S2),HYUNDAI,N9S,TRIATHLON GREY MET,2011-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI V8S (S2),HYUNDAI,V8S,SHALE GREY MET,2015-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
HYUNDAI SYY (S1),HYUNDAI,SYY,SUN FLOWER,2011-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI SYY (S2),HYUNDAI,SYY,SUN FLOWER,2011-2019,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
HYUNDAI SYY (S3),HYUNDAI,SYY,SUN FLOWER,2011-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI SYY (S4),HYUNDAI,SYY,SUN FLOWER,2011-2019,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI WAW (S2),HYUNDAI,WAW,CERAMIC WHITE,2016-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
HYUNDAI PW6 (S3),HYUNDAI,PW6,WHITE CRYSTAL PEARL,2012-2018,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI PKW (S1),HYUNDAI,PKW,WINTER WHITE,2014-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 5888 (S1),MERCEDES,5888,HYPERBLAU MET,2021-2022,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 3661 (S1),MERCEDES,3661,ANTIKROT MET,2018-2020,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 9238 (S1),MERCEDES,9238,VELVET SILVER MAGNO MET,2020-2020,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 6246 (S1),MERCEDES,6246,GELBOLIV OHNE IR MATT,2018-2021,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 6769 (S1),MERCEDES,6769,STEPPENGRUEN,2017-2020,1,2,CAMPAIGN MEASUREMENT,Fine
PORSCHE M3C (S1),PORSCHE,M3C,KARMINROT,2011-2021,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 6671 (S1),MERCEDES,6671,DESIGNO GELBOLIV MAGNO,2016-2019,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 914 (S1),MERCEDES,914,SONNENGELB,2018-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 5979 (S1),MERCEDES,5979,SOMMERNACHTSBLAU MET,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 6793 (S1),MERCEDES,6793,NEONGRUEN,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN GRT (S1),NISSAN,GRT,MOLE GREY,2017-2019,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN KBZ (S1),NISSAN,KBZ,SLATE GRAY,2020-2021,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN HAK (S1),NISSAN,HAK,WARM BEIGE MET,2018-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN RCF (S1),NISSAN,RCF,CANDY BLUE PEARL MET,2020-2020,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN EBB (S1),NISSAN,EBB,PREMIUM HORIZON ORANGE,2017-2021,2,2,CAMPAIGN MEASUREMENT,Medium
HONDA NH0 (S1),HONDA,NH0,CHAMPIONSHIP WHITE,1993-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RANGE ROVER 2288 (S1),RANGE ROVER,2288,SPECTRAL GREEN GLOSS,2016-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
RANGE ROVER 2371 (S1),RANGE ROVER,2371,SPECTRAL GREEN SATIN,2017-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RANGE ROVER MFA (S1),RANGE ROVER,MFA,THALLIUM / INGA SILVER MET,2017-2017,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 2491 (S1),RANGE ROVER,2491,SUNSET GOLD GLOSS,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 2498 (S1),RANGE ROVER,2498,SORRENTO YELLOW GLOSS,2020-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RANGE ROVER 924 (S1),RANGE ROVER,924,SPECTRAL LIGHT BLUE PEARL,2007-2015,1,2,CAMPAIGN MEASUREMENT,Fine
RANGE ROVER CBZ (S1),RANGE ROVER,CBZ,SPECTRAL RACING RED GLOSS,2016-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
RANGE ROVER 2489 (S1),RANGE ROVER,2489,TOURMALINE BROWN GLOSS,2020-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
RANGE ROVER 2303 (S1),RANGE ROVER,2303,RIO GOLD GLOSS,2016-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 1DG (S1),RANGE ROVER,1DG,PORTOFINO BLUE MET,2018-2020,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 2287 (S1),RANGE ROVER,2287,WINDWARD GREY GLOSS,2016-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 2368 (S1),RANGE ROVER,2368,MADAGASCAR ORANGE SATIN,2017-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
RANGE ROVER 2480 (S1),RANGE ROVER,2480,SANGUINELLO ORANGE GLOSS,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 941 (S1),RANGE ROVER,941,SPECTRAL LIME MET,2012-2015,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER 854 (S1),RANGE ROVER,854,AUTOBIOGRAPHY BLUE MET,2012-2018,2,2,CAMPAIGN MEASUREMENT,Medium
RANGE ROVER NCZ (S1),RANGE ROVER,NCZ,OSTUNI PEARL WHITE,2020-2020,1,2,CAMPAIGN MEASUREMENT,Fine
RANGE ROVER 2436 (S1),RANGE ROVER,2436,TECTONIC MET,2017-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
RANGE ROVER 2413 (S1),RANGE ROVER,2413,CONSTELLATION GLOSS,2020-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN KAH (S2),NISSAN,KAH,PINKISH SILVER PEARL MET,2007-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN NAY (S2),NISSAN,NAY,RED PEARL MET,2015-2016,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN NAS (S1),NISSAN,NAS,RED PEARL MET,2014-2016,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN NAS (S2),NISSAN,NAS,RED PEARL MET,2014-2016,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN 41G (S2),NISSAN,41G,ZEAL RED PEARL MET,2012-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN 41G (S3),NISSAN,41G,ZEAL RED PEARL MET,2012-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN BNN (S2),NISSAN,BNN,REDDISH MAROON PEARL MET,2013-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
NISSAN NMR- (S1),NISSAN,NMR,ORANGE PINK MET,2016-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN KBW (S2),NISSAN,KBW,TITANIUM GREY MET,2016-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN KBW (S3),NISSAN,KBW,TITANIUM GREY MET,2016-2018,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN GRT (S1),NISSAN,GRT,MOLE GREY,2017-2019,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN BLK (S3),NISSAN,BLK,JET BLACK PEARL,2017-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN BLK (S4),NISSAN,BLK,JET BLACK PEARL,2017-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN ZB0 (S1),NISSAN,ZB0,VERDE MOUSSE,2014-2014,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN NAZ (S1),NISSAN,NAZ,ROJO POSTE 061,2014-2014,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN EAS (S1),NISSAN,EAS,TAXI YELLOW,2014-2019,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN DAK (S1),NISSAN,DAK,SOLID GREEN,2017-2017,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN QAQ (S1),NISSAN,QAQ,WHITE PEARL,2014-2014,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN EAV (S2),NISSAN,EAV,YELLOW PEARL,2014-2020,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN EAV (S3),NISSAN,EAV,YELLOW PEARL,2014-2020,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN EAV (S4),NISSAN,EAV,YELLOW PEARL,2014-2020,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
NISSAN EAV (S5),NISSAN,EAV,YELLOW PEARL,2014-2020,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN CAA (S1),NISSAN,CAA,REDISH BEIGE MET,2007-2011,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN JAD (S2),NISSAN,JAD,YELLOW GREEN MET,2010-2013,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN JAD (S3),NISSAN,JAD,YELLOW GREEN MET,2010-2013,1,2,CAMPAIGN MEASUREMENT,Fine
NISSAN CAJ (S2),NISSAN,CAJ,TOBACCO MET,2012-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN CAJ (S3),NISSAN,CAJ,TOBACCO MET,2012-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN KY2 (S2),NISSAN,KY2,PEWTER MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN KY2 (S3),NISSAN,KY2,PEWTER MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN KY2 (S4),NISSAN,KY2,PEWTER MET,2002-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN RBK (S2),NISSAN,RBK,TURQUOISE PEARL MET,2013-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
NISSAN PHN (S1),NISSAN,PHN,SILKY ROSE MET,2007-2016,2,2,CAMPAIGN MEASUREMENT,Medium
NISSAN QMM (S1),NISSAN,QMM,BRIGHT ORANGE PEARL MET,2016-2018,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PAU (S3),CHRYSLER,PAU,GRANITE CRYSTAL MET,2013-2022,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PAU (S4),CHRYSLER,PAU,GRANITE CRYSTAL MET,2013-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER VCD (S1),CHRYSLER,VCD,BLACK EYE PEARL,2020-2022,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPE (S1),CHRYSLER,PPE,SPRUCE PEARLCOAT,1995-1997,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER VJB (S1),CHRYSLER,VJB,GOLD RUSH PEARL,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PCA (S1),CHRYSLER,PCA,FROST BITE PEARL,2020-2022,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER SSE (S1),CHRYSLER,SSE,ATOMIC SILVER MET,2019-2022,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER VGV (S1),CHRYSLER,VGV,GATOR,2020-2021,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER WAS (S1),CHRYSLER,WAS,BALTIC GREY MET,2021-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER WHC (S1),CHRYSLER,WHC,EMBER PEARL,2021-2021,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI PKW (S2),HYUNDAI,PKW,WINTER WHITE,2014-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
HYUNDAI PKW (S4),HYUNDAI,PKW,WINTER WHITE,2014-2021,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI PW6 (S2),HYUNDAI,PW6,WHITE CRYSTAL PEARL,2012-2018,1,2,CAMPAIGN MEASUREMENT,Fine
HYUNDAI WAW (S1),HYUNDAI,WAW,CERAMIC WHITE,2016-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 5968 (S1),MERCEDES,5968,ENERGYBLAU MET,2019-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
MERCEDES 5593 (S1),MERCEDES,5593,SPEKTRALBLAU MAGNO MET,2021-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
MERCEDES 1407 (S1),MERCEDES,1407,STROHGELB,2018-2020,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 6599 (S1),MERCEDES,6599,SAGUAROGRÜN,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 2647 (S1),MERCEDES,2647,ROTORANGE KL,2020-2020,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 5964 (S1),MERCEDES,5964,HYPERBLAU MET MAGNO,2022-2022,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 6767 (S1),MERCEDES,6767,MASCARENAGRÜN,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 2234 (S1),MERCEDES,2234,BERNSTEINORANGE,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 7269 (S1),MERCEDES,7269,TANTALGRAU MATT,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
MERCEDES 9538 (S1),MERCEDES,9538,HYMERWEISS CAMPERWEISS,2018-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 9679 (S1),MERCEDES,9679,BLUETENWEISS,2019-2020,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 1809 (S1),MERCEDES,1809,BUTTERMILCHGELB,2020-2020,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 1754 (S1),MERCEDES,1754,KALIFORNIENBEIGE UNI MATT,2020-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
MERCEDES 2534 (S1),MERCEDES,2534,TIEFORANGE,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
MERCEDES 5838 (S1),MERCEDES,5838,KARIBIKBLAU,2018-2020,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 6X3 (S1),TOYOTA,6X3,URBAN KHAKI,2018-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT RPP (S1),RENAULT,RPP,BLEU DRAGEE,2012-2021,1,2,CAMPAIGN MEASUREMENT,Fine
BMW X06 (S1),BMW,X06,ALPINABLAU MET,2011-2021,2,2,CAMPAIGN MEASUREMENT,Medium
BMW B67 (S1),BMW,B67,AUSTIN GELB MET,2014-2021,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER TSP (S1),CHRYSLER,TSP,POLARIS SILVER,2019-2021,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8N0 (S3),TOYOTA,8N0,BLUE MET,1998-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
TOYOTA 774 (S4),TOYOTA,774,AQUA MICA MET,2002-2014,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 774 (S5),TOYOTA,774,AQUA MICA MET,2002-2014,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 4X3 (S2),TOYOTA,4X3,TANGERINE SPLASH PEARL,2014-2018,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 4V7 (S1),TOYOTA,4V7,MANDARIN ORANGE MICA,2011-2017,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 4V7 (S2),TOYOTA,4V7,MANDARIN ORANGE MICA,2011-2017,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 4V7 (S3),TOYOTA,4V7,MANDARIN ORANGE MICA,2011-2017,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 6W2 (S2),TOYOTA,6W2,CITRUS MICA MET,2012-2018,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 6W1 (S1),TOYOTA,6W1,AIR GREEN PEARL,2012-2014,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 791 (S2),TOYOTA,791,BLUE PEARL,2016-2019,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8V7 (S1),TOYOTA,8V7,COOL SODA MET,2009-2017,1,2,CAMPAIGN MEASUREMENT,Fine
TOYOTA 8V7 (S2),TOYOTA,8V7,COOL SODA MET,2009-2017,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8W1 (S2),TOYOTA,8W1,TRUE BLUE PEARL MET,2011-2017,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8W1 (S3),TOYOTA,8W1,TRUE BLUE PEARL MET,2011-2017,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 8W1 (S4),TOYOTA,8W1,TRUE BLUE PEARL MET,2011-2017,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT RQS (S1),RENAULT,RQS,BLEU ABYSSE NACRE,2020-2021,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
RENAULT KPV (S1),RENAULT,KPV,GRIS ISLANDE MET,2016-2017,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT KPW (S1),RENAULT,KPW,GRIS URBAN,2016-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT QNY (S1),RENAULT,QNY,BLANC QUARTZ MET,2018-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT RQT (S1),RENAULT,RQT,BLEU CELADON NACRE MET,2016-2021,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT RPS (S1),RENAULT,RPS,BLEU CARAIBES,2013-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT 389 (S2),RENAULT,389,BLANC GLACIER,1990-2020,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
RENAULT QXB (S1),RENAULT,QXB,BLANC,2010-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
RENAULT QNW (S1),RENAULT,QNW,BLANC ALBATRE,2019-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT 369 (S1),RENAULT,369,BLANC GLACIER,1991-2021,#N/A,2,CAMPAIGN MEASUREMENT,#N/A
RENAULT NNP (S1),RENAULT,NNP,ROUGE FLAMME NACRE,2011-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT RQE (S1),RENAULT,RQE,BLEU BERLIN MET,2014-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT RRH (S1),RENAULT,RRH,BLEU BOSPHORE NACRE MET,2020-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT RQR (S1),RENAULT,RQR,BLEU ALPINE NACRE MET,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT DPZ (S1),RENAULT,DPZ,VERT BARENTS NACRE MET,2018-2018,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT GNG (S1),RENAULT,GNG,NOIR AMETHISTE NACRE,2013-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT DQG (S1),RENAULT,DQG,VERT AGAVE,2020-2020,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT 907 (S1),RENAULT,907,VERT JARDIN,2020-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT EPT (S1),RENAULT,EPT,JAUNE,2019-2020,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT 308 (S1),RENAULT,308,JAUNE TOURNESOL,2020-2021,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT CNZ (S1),RENAULT,CNZ,BRUN TERRACOTTA NACRE MET,2018-2019,1,2,CAMPAIGN MEASUREMENT,Fine
RENAULT RRG (S1),RENAULT,RRG,BLEU NEON NACRE MET,2020-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 081 (S1),RENAULT,081,BLEU ALPINE HERITAGE NACRE MET,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
RENAULT RQY (S1),RENAULT,RQY,BLEU VISTA BLUE MET,2018-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
RENAULT 082 (S1),RENAULT,082,BLEU ALPINE ACIER MET,2020-2021,2,2,CAMPAIGN MEASUREMENT,Medium
TOYOTA 1E0 (S9),TOYOTA,1E0,DARK GREY MICA,2001-2021,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
TOYOTA 1E0 (S10),TOYOTA,1E0,DARK GREY MICA,2001-2021,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
